WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,
0,2000,Xerez,Mallorca,0-3,Ramón Martí Cuevas,Antonio José González Santos,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,José Manuel Ortiz Gómez,Luis Lahera Gago,Juan José Bautista Benítez,,,,,,,,
0,2000,Xerez,Balompédica Linense,2-2,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Daniel López Ramos,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Rafael Montes Benítez,Juan José Bautista Benítez,Julio Pineda Romero,Luis Lahera Gago,Antonio José González Santos,Miguel Manuel del Puerto Athane,,,,,,,,
0,2000,Granada,Xerez,1-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,José Manuel Ortiz Gómez,Juan José Bautista Benítez,Ramón Pereira Gómez,,,,,,,,
0,2000,Xerez,San Fernando,0-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Ramón Pereira Gómez,Juan José Bautista Benítez,Julio Pineda Romero,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Rafael Montes Benítez,,,,,,,,
0,2000,Melilla,Xerez,1-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Francisco Jesús Pérez Malia,Natanael Cano Marín,José María Mena García,,,,,,,,
1,2000,Xerez,Jerez,1-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Natanael Cano Marín,José María Mena García,Rafael Montes Benítez,Miguel Manuel del Puerto Athane,Julio Pineda Romero,Juan José Bautista Benítez,,,,,,,,
1,2000,Dos Hermanas,Xerez,3-4,Ramón Martí Cuevas,Antonio José González Santos,José Luis Zaldívar González,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,Emilio José Viqueira Moure,Ramón Pereira Gómez,,,,,,,,
1,2000,Xerez,Talavera,1-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Ramón Pereira Gómez,Antonio José González Santos,Jesús Mendoza Aguirre,,,,,,,,
1,2000,Don Benito,Xerez,1-3,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Ramón Pereira Gómez,José Manuel Ortiz Gómez,Antonio José González Santos,,,,,,,,
0,2000,Xerez,Cádiz,0-2,Ramón Martí Cuevas,Antonio José González Santos,José Luis Zaldívar González,Jesús Barbadilla Cervilla,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,José Manuel Ortiz Gómez,Ramón Terroba Medina,Ramón Pereira Gómez,,,,,,,,
0,2000,Almería,Xerez,2-2,Ramón Martí Cuevas,Antonio José González Santos,José Luis Zaldívar González,Jesús Barbadilla Cervilla,Ramón Terroba Medina,José Manuel Ortiz Gómez,Francisco Javier Cachorro González,Vicente Moreno Peris,José María Mena García,Juan José Bautista Benítez,Julio Pineda Romero,Borja Ferrer Solavera,Miguel Manuel del Puerto Athane,Ramón Pereira Gómez,,,,,,,,
1,2000,Xerez,Algeciras,2-0,Ramón Martí Cuevas,Francisco Jesús Pérez Malia,Jesús Barbadilla Cervilla,Antonio José González Santos,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Juan José Bautista Benítez,Julio Pineda Romero,Francisco Javier Cachorro González,Ramón Pereira Gómez,,,,,,,,
0,2000,Guadix,Xerez,1-0,Ramón Martí Cuevas,José Luis Zaldívar González,Antonio José González Santos,Jesús Barbadilla Cervilla,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Borja Ferrer Solavera,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,Ramón Pereira Gómez,,,,,,,,,
0,2000,Xerez,Ceuta,2-2,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Vicente Moreno Peris,Ramón Pereira Gómez,José María Mena García,Juan José Bautista Benítez,Julio Pineda Romero,Natanael Cano Marín,Rafael Montes Benítez,,,,,,,,
0,2000,Motril,Xerez,1-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Ramón Pereira Gómez,Juan José Bautista Benítez,Rafael Montes Benítez,Julio Pineda Romero,Emilio José Viqueira Moure,,,,,,,,
0,2000,Xerez,Écija,1-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Ramón Pereira Gómez,Julio Pineda Romero,Rafael Montes Benítez,Emilio José Viqueira Moure,Mario Larrea Vargas,,,,,,,,
1,2000,Coria,Xerez,1-2,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Ramón Pereira Gómez,José Luis Zaldívar González,Rafael Montes Benítez,Jesús Mendoza Aguirre,,,,,,,,
1,2000,Xerez,Polideportivo Ejido,3-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Emilio José Viqueira Moure,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,Antonio José González Santos,Miguel Manuel del Puerto Athane,José Manuel Ortiz Gómez,,,,,,,,
1,2000,CD Linares,Xerez,0-1,José Luis González Vázquez,Francisco Jesús Pérez Malia,Ramón Terroba Medina,Antonio José González Santos,Daniel López Ramos,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Antonio Pérez Cortijo,Jesús Ramos Sevilla,Pedro Félix Chamorro Sáenz,Javier Moreno Peña,José Manuel García Flores,,,,,,,,
0,2000,Cultural Leonesa,Xerez,1-0,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Vicente Moreno Peris,Emilio José Viqueira Moure,Natanael Cano Marín,Ramón Pereira Gómez,José María Mena García,Jesús Mendoza Aguirre,José Luis Zaldívar González,Rafael Montes Benítez,,,,,,,,
1,2000,Xerez,Gramanet,3-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,Jesús Mendoza Aguirre,José Luis Zaldívar González,Ramón Pereira Gómez,,,,,,,,
1,2000,Gramanet,Xerez,1-2,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,José Luis Zaldívar González,Francisco Jesús Pérez Malia,Ramón Pereira Gómez,,,,,,,,
1,2000,Xerez,Cultural Leonesa,2-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,Jesús Mendoza Aguirre,José Luis Zaldívar González,Ramón Pereira Gómez,,,,,,,,
1,2000,Xerez,Toledo,2-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Vicente Moreno Peris,José María Mena García,Rafael Montes Benítez,Julio Pineda Romero,Juan José Bautista Benítez,José Luis Zaldívar González,Emilio José Viqueira Moure,,,,,,,,
0,2000,Toledo,Xerez,2-2,José Luis González Vázquez,Francisco Jesús Pérez Malia,José Luis Zaldívar González,Ramón Terroba Medina,Antonio José González Santos,Jesús Mendoza Aguirre,Miguel Manuel del Puerto Athane,José Manuel Ortiz Gómez,Natanael Cano Marín,Juan José Bautista Benítez,Ramón Pereira Gómez,Juan Pedro Ramos Sevilla,Rafael Montes Benítez,Daniel López Ramos,,,,,,,,
1,2001,Xerez,Sporting de Gijón,1-0,Luis García Conde,Jesús Barbadilla Cervilla,Alexander Kutschera,Antonio José González Santos,Jesús Mendoza Aguirre,Gustavo Adolfo Cañizares Rocamora,Vicente Moreno Peris,David García Cubillo,Jordi Lardín Cruz,José María Mena García,Julio Pineda Romero,Juan Pedro Ramos Sevilla,Natanael Cano Marín,,,,,,,,,
1,2001,Extremadura,Xerez,0-1,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Alexander Kutschera,Jesús Mendoza Aguirre,David García Cubillo,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Jordi Lardín Cruz,Julio Pineda Romero,José Luis Zaldívar González,Natanael Cano Marín,Ramón Pereira Gómez,,,,,,,,
1,2001,Xerez,Badajoz,2-0,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Jesús Mendoza Aguirre,Gustavo Adolfo Cañizares Rocamora,Emilio José Viqueira Moure,Vicente Moreno Peris,David García Cubillo,Jordi Lardín Cruz,José María Mena García,Julio Pineda Romero,Alexander Kutschera,Francisco Javier Cachorro González,Ramón Pereira Gómez,,,,,,,,
0,2001,Racing de Santander,Xerez,1-0,Luis García Conde,Antonio José González Santos,Jesús Barbadilla Cervilla,Alexander Kutschera,Jesús Mendoza Aguirre,Vicente Moreno Peris,David García Cubillo,Gustavo Adolfo Cañizares Rocamora,Jordi Lardín Cruz,José María Mena García,Julio Pineda Romero,Emilio José Viqueira Moure,Ramón Pereira Gómez,,,,,,,,,
1,2001,Xerez,Numancia,2-1,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Alexander Kutschera,Luis Manuel Rubiales Béjar,Jesús Mendoza Aguirre,David García Cubillo,Vicente Moreno Peris,Jordi Lardín Cruz,José María Mena García,Julio Pineda Romero,Ramón Pereira Gómez,Emilio José Viqueira Moure,Francisco Javier Cachorro González,,,,,,,,
0,2001,Burgos CF,Xerez,3-1,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Alexander Kutschera,Luis Manuel Rubiales Béjar,Jesús Mendoza Aguirre,David García Cubillo,Vicente Moreno Peris,José María Mena García,Jordi Lardín Cruz,Julio Pineda Romero,Francisco Javier Cachorro González,Ramón Pereira Gómez,,,,,,,,,
0,2001,Xerez,Albacete,1-2,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Alexander Kutschera,Jesús Mendoza Aguirre,Luis Manuel Rubiales Béjar,Francisco Javier Cachorro González,Vicente Moreno Peris,David García Cubillo,José María Mena García,Julio Pineda Romero,Gustavo Adolfo Cañizares Rocamora,Jordi Lardín Cruz,Ramón Pereira Gómez,,,,,,,,
1,2001,Jaén,Xerez,0-2,Luis García Conde,Antonio José González Santos,Jesús Barbadilla Cervilla,Alexander Kutschera,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Vicente Moreno Peris,David García Cubillo,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Ramón Pereira Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,,,,,,,,
0,2001,Jaén,Xerez,2-0,Ramón Martí Cuevas,Agustín Vara Sánchez,Roberto Rodríguez Durán,Juan Pedro Ramos Sevilla,Luis Manuel Rubiales Béjar,Emilio José Viqueira Moure,Francisco Atienza García,Borja Ferrer Solavera,Natanael Cano Marín,Rafael Montes Benítez,Jordi Lardín Cruz,Ramón Pereira Gómez,Rafael Mateos Lozano,Maikel Hermann Naujoks García,,,,,,,,
1,2001,Xerez,Córdoba,1-0,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Alexander Kutschera,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Vicente Moreno Peris,David García Cubillo,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Juan Pedro Ramos Sevilla,Rafael Montes Benítez,Emilio José Viqueira Moure,,,,,,,,
0,2001,Eibar,Xerez,2-0,Luis García Conde,Juan Pedro Ramos Sevilla,Alexander Kutschera,Jesús Barbadilla Cervilla,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,David García Cubillo,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Luis Manuel Rubiales Béjar,Rafael Montes Benítez,Emilio José Viqueira Moure,,,,,,,,
1,2001,Xerez,Elche,2-0,Luis García Conde,Alexander Kutschera,Daniel Hedrera Lobatón,Jesús Barbadilla Cervilla,Luis Manuel Rubiales Béjar,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Vicente Moreno Peris,David García Cubillo,José María Mena García,Julio Pineda Romero,Rafael Montes Benítez,Ramón Pereira Gómez,,,,,,,,,
0,2001,Racing de Ferrol,Xerez,2-2,Luis García Conde,Daniel Hedrera Lobatón,Alexander Kutschera,Jesús Mendoza Aguirre,Luis Manuel Rubiales Béjar,David García Cubillo,Emilio José Viqueira Moure,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Borja Ferrer Solavera,Rafael Montes Benítez,Natanael Cano Marín,,,,,,,,
1,2001,Xerez,Murcia,3-1,Luis García Conde,Jesús Barbadilla Cervilla,Daniel Hedrera Lobatón,Antonio José González Santos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,David García Cubillo,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Rafael Montes Benítez,Borja Ferrer Solavera,,,,,,,,,
1,2001,Leganés,Xerez,0-1,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Daniel Hedrera Lobatón,Jesús Mendoza Aguirre,David García Cubillo,Emilio José Viqueira Moure,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,Rafael Montes Benítez,Julio Pineda Romero,Francisco Javier Cachorro González,Borja Ferrer Solavera,Ramón Pereira Gómez,,,,,,,,
0,2001,Xerez,Atlético de Madrid,0-1,Luis García Conde,Jesús Barbadilla Cervilla,Antonio José González Santos,Daniel Hedrera Lobatón,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Vicente Moreno Peris,Borja Ferrer Solavera,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Alexander Kutschera,Rafael Montes Benítez,Ramón Pereira Gómez,Ramón Martí Cuevas,Natanael Cano Marín,Francisco Javier Cachorro González,Luis Manuel Rubiales Béjar,,,,
1,2001,Levante,Xerez,0-1,Luis García Conde,Jesús Barbadilla Cervilla,Daniel Hedrera Lobatón,Alexander Kutschera,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Vicente Moreno Peris,David García Cubillo,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Francisco Javier Cachorro González,Ramón Pereira Gómez,Ramón Martí Cuevas,Antonio José González Santos,Natanael Cano Marín,Luis Manuel Rubiales Béjar,Borja Ferrer Solavera,,,,
1,2001,Xerez,Polideportivo Ejido,2-1,Luis García Conde,Jesús Barbadilla Cervilla,Daniel Hedrera Lobatón,Luis Manuel Rubiales Béjar,Francisco Javier Cachorro González,Emilio José Viqueira Moure,David García Cubillo,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Alexander Kutschera,Ramón Pereira Gómez,Rafael Montes Benítez,,,,,,,,
0,2001,Salamanca,Xerez,1-1,Luis García Conde,Jesús Barbadilla Cervilla,Daniel Hedrera Lobatón,Alexander Kutschera,Luis Manuel Rubiales Béjar,Jesús Mendoza Aguirre,David García Cubillo,Vicente Moreno Peris,Emilio José Viqueira Moure,José María Mena García,Julio Pineda Romero,Francisco Javier Cachorro González,Rafael Montes Benítez,,,,,,,,,
1,2001,Xerez,Gimnàstic de Tarragona,2-1,Luis García Conde,Jesús Barbadilla Cervilla,Daniel Hedrera Lobatón,Alexander Kutschera,Luis Manuel Rubiales Béjar,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,David García Cubillo,Vicente Moreno Peris,José María Mena García,Julio Pineda Romero,Antonio José González Santos,Gustavo Adolfo Cañizares Rocamora,Ramón Pereira Gómez,,,,,,,,
0,2001,Xerez,Recreativo de Huelva,0-0,Luis García Conde,Daniel Hedrera Lobatón,Alexander Kutschera,Jesús Mendoza Aguirre,Luis Manuel Rubiales Béjar,Emilio José Viqueira Moure,Gustavo Adolfo Cañizares Rocamora,Vicente Moreno Peris,David García Cubillo,José María Mena García,Julio Pineda Romero,Rafael Montes Benítez,,,,,,,,,,
0,2001,Oviedo,Xerez,1-0,Luis García Conde,Antonio José González Santos,Alexander Kutschera,Jesús Mendoza Aguirre,Luis Manuel Rubiales Béjar,Emilio José Viqueira Moure,David García Cubillo,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,Rafael Montes Benítez,José María Mena García,Francisco Javier Cachorro González,Ramón Pereira Gómez,,,,,,,,,
1,2001,Sporting de Gijón,Xerez,0-1,Luis García Conde,Alexander Kutschera,Daniel Hedrera Lobatón,Jesús Barbadilla Cervilla,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Vicente Moreno Peris,David García Cubillo,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Ramón Martí Cuevas,Antonio Sánchez de la Calle,Antonio José González Santos,,,,,,,,
0,2001,Xerez,Extremadura,1-2,Ramón Martí Cuevas,José Luis Zaldívar González,Daniel Hedrera Lobatón,Alexander Kutschera,Luis Manuel Rubiales Béjar,Emilio José Viqueira Moure,David García Cubillo,Vicente Moreno Peris,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Antonio Sánchez de la Calle,Ramón Pereira Gómez,José Antonio Amaro Pérez,Antonio José González Santos,Natanael Cano Marín,Francisco Javier Cachorro González,Rafael Mateos Lozano,,,,
0,2001,Badajoz,Xerez,1-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Daniel Hedrera Lobatón,José Luis Zaldívar González,Luis Manuel Rubiales Béjar,Emilio José Viqueira Moure,Vicente Moreno Peris,David García Cubillo,Gustavo Adolfo Cañizares Rocamora,José María Mena García,Julio Pineda Romero,Francisco Javier Cachorro González,Rafael Mateos Lozano,Antonio Sánchez de la Calle,,,,,,,,
