WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,
1,1999,Xerez,Talavera,5-3,José Luis González Vázquez,Antonio José González Santos,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Rafael Montes Benítez,Julio Pineda Romero,José David Cabello García,Walter Nicolás Otta,José Vega Díez,José Antonio Domínguez Becerra,Ramón Martí Cuevas,,,,,,
1,1999,Jerez,Xerez,1-2,José Luis González Vázquez,Antonio José González Santos,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Rafael Montes Benítez,Julio Pineda Romero,José Vega Díez,Francisco Javier Hervás Calle,José Luis García García,Eduardo Aguilar Leiva,Ramón Martí Cuevas,,,,,,
0,1999,Xerez,Jaén,1-1,José Luis González Vázquez,Antonio José González Santos,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Rafael Montes Benítez,Julio Pineda Romero,Francisco Higuera Fernández,José David Cabello García,Francisco Javier Hervás Calle,José Antonio Domínguez Becerra,Ramón Martí Cuevas,,,,,,
0,1999,Ceuta,Xerez,1-1,José Luis González Vázquez,Antonio José González Santos,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Eduardo Aguilar Leiva,Rafael Montes Benítez,Julio Pineda Romero,José David Cabello García,Natanael Cano Marín,Walter Nicolás Otta,José Vega Díez,Daniel López Ramos,Ramón Martí Cuevas,,,,,,
1,1999,Xerez,Águilas,1-0,José Luis González Vázquez,Antonio José González Santos,Jesús Barbadilla Cervilla,Daniel López Ramos,José Antonio Domínguez Becerra,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Rafael Montes Benítez,Julio Pineda Romero,José Vega Díez,José David Cabello García,Maikel Hermann Naujoks García,Juan Pedro Ramos Sevilla,Ramón Martí Cuevas,,,,,,
1,1999,Polideportivo Almería,Xerez,0-1,José Luis González Vázquez,Francisco Javier Hervás Calle,Antonio José González Santos,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Rafael Montes Benítez,Julio Pineda Romero,Maikel Hermann Naujoks García,José David Cabello García,Emilio José Viqueira Moure,Natanael Cano Marín,,,,,,,,
0,1999,Xerez,Guadix,1-2,Ramón Martí Cuevas,Antonio José González Santos,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Rafael Montes Benítez,Julio Pineda Romero,Maikel Hermann Naujoks García,Fernando Miguel Cebrián Alarcón,José David Cabello García,José Luis González Vázquez,Francisco Higuera Fernández,,,,,,
0,1999,Xerez,Dos Hermanas,1-2,Ramón Martí Cuevas,Antonio José González Santos,Juan Pedro Ramos Sevilla,Jesús Barbadilla Cervilla,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Rafael Montes Benítez,Julio Pineda Romero,Maikel Hermann Naujoks García,José David Cabello García,Francisco Javier Hervás Calle,Natanael Cano Marín,Walter Nicolás Otta,José Luis González Vázquez,Eduardo Aguilar Leiva,,,,,,
1,1999,Betis B,Xerez,0-3,José Luis González Vázquez,Antonio José González Santos,Daniel López Ramos,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Maikel Hermann Naujoks García,Julio Pineda Romero,Jesús Mendoza Aguirre,Rafael Montes Benítez,Ramón Martí Cuevas,José David Cabello García,,,,,,,
1,1999,Xerez,Granada,2-1,José Luis González Vázquez,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Francisco Javier Galán Moreno,Julio Pineda Romero,Maikel Hermann Naujoks García,Eduardo Aguilar Leiva,José David Cabello García,Rafael Montes Benítez,,,,,,,,
1,1999,Manchego,Xerez,1-2,José Luis González Vázquez,Antonio José González Santos,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Julio Cobos Moreno,Julio Pineda Romero,Maikel Hermann Naujoks García,Francisco Javier Hervás Calle,Rafael Montes Benítez,Francisco Higuera Fernández,Jesús Mendoza Aguirre,Ramón Martí Cuevas,,,,,,
1,1999,Xerez,Cacereño,2-0,José Luis González Vázquez,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Julio Cobos Moreno,Julio Pineda Romero,Maikel Hermann Naujoks García,José David Cabello García,Rafael Montes Benítez,Francisco Higuera Fernández,Eduardo Aguilar Leiva,Ramón Martí Cuevas,,,,,,
0,1999,Melilla,Xerez,4-1,José Luis González Vázquez,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Natanael Cano Marín,Julio Cobos Moreno,Rafael Montes Benítez,Maikel Hermann Naujoks García,Francisco Higuera Fernández,Julio Pineda Romero,José David Cabello García,,,,,,,,
1,1999,Xerez,Coria,2-1,José Luis González Vázquez,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Julio Cobos Moreno,Rafael Montes Benítez,Julio Pineda Romero,Francisco Jesús Pérez Malia,José David Cabello García,Juan Pedro Ramos Sevilla,Ramón Martí Cuevas,Francisco Higuera Fernández,,,,,,
1,1999,Xerez,Motril,1-0,José Luis González Vázquez,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Natanael Cano Marín,Julio Cobos Moreno,Rafael Montes Benítez,Maikel Hermann Naujoks García,José David Cabello García,Francisco Higuera Fernández,José Manuel Ortiz Gómez,Julio Pineda Romero,Juan Pedro Ramos Sevilla,Ramón Martí Cuevas,,,,,,
0,1999,Écija,Xerez,0-0,José Luis González Vázquez,Francisco Jesús Pérez Malia,José Antonio Domínguez Becerra,Jesús Barbadilla Cervilla,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Julio Cobos Moreno,Julio Pineda Romero,Maikel Hermann Naujoks García,José David Cabello García,Francisco Higuera Fernández,Francisco Javier Hervás Calle,José Manuel Ortiz Gómez,José Luis García García,Ramón Martí Cuevas,,,,,,
0,1999,Xerez,Cádiz,1-1,José Luis González Vázquez,Jesús Barbadilla Cervilla,José Antonio Domínguez Becerra,Juan Pedro Ramos Sevilla,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Francisco Javier Galán Moreno,Rafael Montes Benítez,Julio Pineda Romero,José David Cabello García,Antonio José González Santos,Maikel Hermann Naujoks García,José Manuel Ortiz Gómez,Ramón Martí Cuevas,Francisco Higuera Fernández,,,,,,
0,1999,Balompédica Linense,Xerez,0-0,José Luis González Vázquez,Andrés Pato Bernal,Juan Pedro Ramos Sevilla,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Francisco Higuera Fernández,Rafael Montes Benítez,Julio Pineda Romero,Maikel Hermann Naujoks García,José David Cabello García,Antonio Manuel Mata Olivera,Francisco Javier Galán Moreno,,,,,,,
1,1999,Xerez,Sevilla B,1-0,José Luis González Vázquez,Andrés Pato Bernal,Juan Pedro Ramos Sevilla,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Francisco Higuera Fernández,Rafael Montes Benítez,Julio Pineda Romero,Antonio Manuel Mata Olivera,José Vega Díez,Jesús Mendoza Aguirre,,,,,,,,
0,1999,Talavera,Xerez,1-0,José Luis González Vázquez,Andrés Pato Bernal,Jesús Barbadilla Cervilla,Antonio Manuel Mata Olivera,José Luis Gallardo Montes,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Maikel Hermann Naujoks García,José David Cabello García,Francisco Higuera Fernández,Julio Pineda Romero,Ramón Martí Cuevas,Juan Pedro Ramos Sevilla,,,,,,
1,1999,Xerez,Jerez,2-0,José Luis González Vázquez,Andrés Pato Bernal,Jesús Barbadilla Cervilla,José Luis Gallardo Montes,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Julio Pineda Romero,Maikel Hermann Naujoks García,Francisco Higuera Fernández,Rafael Montes Benítez,José David Cabello García,Antonio Manuel Mata Olivera,Ramón Martí Cuevas,,,,,,
0,1999,Jaén,Xerez,1-0,José Luis González Vázquez,Andrés Pato Bernal,Daniel López Ramos,Antonio Manuel Mata Olivera,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Emilio José Viqueira Moure,Julio Cobos Moreno,Francisco Higuera Fernández,Julio Pineda Romero,Maikel Hermann Naujoks García,José Manuel Ortiz Gómez,Rafael Montes Benítez,José David Cabello García,,,,,,,,
0,1999,Xerez,Ceuta,1-1,José Luis González Vázquez,Andrés Pato Bernal,Antonio Manuel Mata Olivera,José Luis Gallardo Montes,Daniel López Ramos,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,José Vega Díez,Julio Cobos Moreno,Rafael Montes Benítez,Julio Pineda Romero,José David Cabello García,Juan Pedro Ramos Sevilla,Francisco Higuera Fernández,Ramón Martí Cuevas,Maikel Hermann Naujoks García,,,,,,
1,1999,Águilas,Xerez,0-2,José Luis González Vázquez,Francisco Jesús Pérez Malia,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,José Vega Díez,Julio Cobos Moreno,Rafael Montes Benítez,Maikel Hermann Naujoks García,Francisco Javier Hervás Calle,Juan Luis Sánchez Fernández,Jesús Mendoza Aguirre,Andrés Pato Bernal,Ramón Martí Cuevas,,,,,,
1,1999,Xerez,Polideportivo Almería,2-0,José Luis González Vázquez,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,José Vega Díez,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Maikel Hermann Naujoks García,Juan Luis Sánchez Fernández,Julio Pineda Romero,,,,,,,,,
1,1999,Guadix,Xerez,1-4,José Luis González Vázquez,Francisco Jesús Pérez Malia,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Juan Luis Sánchez Fernández,Rafael Montes Benítez,Maikel Hermann Naujoks García,Jesús Mendoza Aguirre,Julio Pineda Romero,Andrés Pato Bernal,,,,,,,,
0,1999,Dos Hermanas,Xerez,1-1,José Luis González Vázquez,Francisco Jesús Pérez Malia,Andrés Pato Bernal,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Juan Luis Sánchez Fernández,Rafael Montes Benítez,Julio Pineda Romero,Julio Cobos Moreno,Antonio Manuel Mata Olivera,Diego Sánchez Morgado,,,,,,,,
0,1999,Xerez,Betis B,1-2,José Luis González Vázquez,Francisco Jesús Pérez Malia,Andrés Pato Bernal,Daniel López Ramos,Juan Pedro Ramos Sevilla,Jesús Barbadilla Cervilla,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Juan Luis Sánchez Fernández,Rafael Montes Benítez,Julio Pineda Romero,Ramón Martí Cuevas,Antonio Manuel Mata Olivera,Maikel Hermann Naujoks García,,,,,,,,
0,1999,Granada,Xerez,1-1,Ramón Martí Cuevas,Francisco Jesús Pérez Malia,Daniel López Ramos,Jesús Barbadilla Cervilla,José Luis Gallardo Montes,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Julio Cobos Moreno,Rafael Montes Benítez,Julio Pineda Romero,Francisco Higuera Fernández,Jesús Mendoza Aguirre,Maikel Hermann Naujoks García,04 | BDFutbo,Andrés Pato Bernal,,,,,,
1,1999,Xerez,Manchego,3-0,José Luis González Vázquez,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Francisco Higuera Fernández,Rafael Montes Benítez,Julio Pineda Romero,José Vega Díez,Andrés Pato Bernal,José David Cabello García,Ramón Martí Cuevas,Maikel Hermann Naujoks García,,,,,,
1,1999,Cacereño,Xerez,0-1,José Luis González Vázquez,Andrés Pato Bernal,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,José Manuel Ortiz Gómez,Julio Cobos Moreno,Francisco Higuera Fernández,José David Cabello García,Maikel Hermann Naujoks García,Julio Pineda Romero,Natanael Cano Marín,Rafael Montes Benítez,,,,,,,,
0,1999,Xerez,Melilla,1-2,José Luis González Vázquez,Juan Pedro Ramos Sevilla,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Jesús Mendoza Aguirre,Natanael Cano Marín,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Julio Cobos Moreno,Rafael Montes Benítez,Julio Pineda Romero,Antonio José González Santos,José David Cabello García,Maikel Hermann Naujoks García,Ramón Martí Cuevas,José Vega Díez,,,,,,
0,1999,Coria,Xerez,1-0,José Luis González Vázquez,Antonio José González Santos,Daniel López Ramos,Antonio Manuel Mata Olivera,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Julio Cobos Moreno,José Manuel Ortiz Gómez,Rafael Montes Benítez,Francisco Higuera Fernández,Andrés Pato Bernal,Maikel Hermann Naujoks García,Ramón Martí Cuevas,Emilio José Viqueira Moure,,,,,,,
1,1999,Xerez,Hércules,2-1,José Luis González Vázquez,Antonio José González Santos,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Emilio José Viqueira Moure,Julio Cobos Moreno,Francisco Higuera Fernández,Rafael Montes Benítez,Julio Pineda Romero,Jesús Mendoza Aguirre,Andrés Pato Bernal,José David Cabello García,Ramón Martí Cuevas,Maikel Hermann Naujoks García,,,,,,
0,1999,Universidad de Las Palmas,Xerez,2-0,José Luis González Vázquez,Francisco Jesús Pérez Malia,Daniel López Ramos,Antonio José González Santos,José Luis Gallardo Montes,Juan Pedro Ramos Sevilla,Emilio José Viqueira Moure,Julio Cobos Moreno,Rafael Montes Benítez,Francisco Higuera Fernández,Julio Pineda Romero,Maikel Hermann Naujoks García,Andrés Pato Bernal,José Vega Díez,Ramón Martí Cuevas,Natanael Cano Marín,,,,,,
0,1999,Xerez,Universidad de Las Palmas,0-0,José Luis González Vázquez,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Julio Cobos Moreno,Francisco Javier Galán Moreno,Rafael Montes Benítez,Julio Pineda Romero,Andrés Pato Bernal,Maikel Hermann Naujoks García,Francisco Jesús Pérez Malia,Ramón Martí Cuevas,Antonio José González Santos,,,,,,
1,1999,Hércules,Xerez,1-3,José Luis González Vázquez,Antonio José González Santos,Daniel López Ramos,José Luis Gallardo Montes,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Emilio José Viqueira Moure,Natanael Cano Marín,Francisco Higuera Fernández,Rafael Montes Benítez,Julio Pineda Romero,Julio Cobos Moreno,José David Cabello García,Andrés Pato Bernal,Ramón Martí Cuevas,Francisco Jesús Pérez Malia,,,,,,
0,1999,Zaragoza B,Xerez,3-1,José Luis González Vázquez,Antonio José González Santos,José Luis Gallardo Montes,Daniel López Ramos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Emilio José Viqueira Moure,Natanael Cano Marín,Rafael Montes Benítez,Francisco Higuera Fernández,Julio Pineda Romero,José David Cabello García,Julio Cobos Moreno,Andrés Pato Bernal,Ramón Martí Cuevas,Francisco Jesús Pérez Malia,,,,,,
0,1999,Xerez,Zaragoza B,0-0,Ramón Martí Cuevas,Francisco Jesús Pérez Malia,Daniel López Ramos,Antonio José González Santos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Julio Cobos Moreno,Natanael Cano Marín,Francisco Javier Galán Moreno,Rafael Montes Benítez,José David Cabello García,Diego Sánchez Morgado,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,,,,,,,,
0,2000,Don Benito,Xerez,2-1,Ramón Martí Cuevas,Antonio José González Santos,Ramón Terroba Medina,Juan Pedro Ramos Sevilla,Daniel López Ramos,José Manuel Ortiz Gómez,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,Julio Pineda Romero,Rafael Montes Benítez,,,,,,,,,,
1,2000,Xerez,Polideportivo Almería,4-0,Ramón Martí Cuevas,Antonio José González Santos,Ramón Terroba Medina,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,José Manuel Ortiz Gómez,Natanael Cano Marín,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Jesús Barbadilla Cervilla,Juan José Bautista Benítez,Emilio José Viqueira Moure,Jesús Mendoza Aguirre,José Luis González Vázquez,,,,,,
1,2000,Xerez,Don Benito,3-1,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Francisco Javier Cachorro González,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Vicente Moreno Peris,Rafael Montes Benítez,Juan José Bautista Benítez,Julio Pineda Romero,Jesús Mendoza Aguirre,Miguel Manuel del Puerto Athane,José Luis Zaldívar González,,,,,,,,
1,2000,Balompédica Linense,Xerez,1-4,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Ramón Terroba Medina,Juan José Bautista Benítez,Jesús Mendoza Aguirre,José Luis González Vázquez,José Manuel Ortiz Gómez,,,,,,
1,2000,Xerez,Granada,2-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Daniel López Ramos,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Juan José Bautista Benítez,Ramón Terroba Medina,José Luis Zaldívar González,José Luis González Vázquez,Natanael Cano Marín,,,,,,
0,2000,San Fernando,Xerez,1-0,Ramón Martí Cuevas,José Luis Zaldívar González,Jesús Barbadilla Cervilla,Antonio José González Santos,Daniel López Ramos,Jesús Mendoza Aguirre,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,José Manuel Ortiz Gómez,Natanael Cano Marín,Juan Pedro Ramos Sevilla,José Luis González Vázquez,Ramón Terroba Medina,,,,,,
1,2000,Xerez,Melilla,1-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,Antonio José González Santos,Juan Pedro Ramos Sevilla,Daniel López Ramos,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,Juan José Bautista Benítez,Rafael Montes Benítez,Julio Pineda Romero,José Luis Zaldívar González,Miguel Manuel del Puerto Athane,José Vega Díez,José Luis González Vázquez,Jesús Mendoza Aguirre,,,,,,
1,2000,Jerez,Xerez,0-1,Ramón Martí Cuevas,José Luis Zaldívar González,Antonio José González Santos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Miguel Manuel del Puerto Athane,Emilio José Viqueira Moure,Francisco Javier Cachorro González,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,José Manuel Ortiz Gómez,Juan José Bautista Benítez,Jesús Mendoza Aguirre,José Luis González Vázquez,José Vega Díez,,,,,,
0,2000,Xerez,Dos Hermanas,0-1,Ramón Martí Cuevas,José Luis Zaldívar González,Antonio José González Santos,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Francisco Javier Cachorro González,Miguel Manuel del Puerto Athane,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Juan José Bautista Benítez,Borja Ferrer Solavera,José Vega Díez,José Luis González Vázquez,Jesús Mendoza Aguirre,Natanael Cano Marín,,,,,,
1,2000,Talavera,Xerez,0-1,Ramón Martí Cuevas,José Luis Zaldívar González,Antonio José González Santos,Juan Pedro Ramos Sevilla,Daniel López Ramos,Miguel Manuel del Puerto Athane,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Jesús Barbadilla Cervilla,Jesús Mendoza Aguirre,José Vega Díez,Borja Ferrer Solavera,José Luis González Vázquez,,,,,,
1,2000,Xerez,Don Benito,3-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Borja Ferrer Solavera,Juan José Bautista Benítez,Natanael Cano Marín,José Luis González Vázquez,José Vega Díez,,,,,,
0,2000,Cádiz,Xerez,1-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,José Manuel Ortiz Gómez,Francisco Javier Cachorro González,Vicente Moreno Peris,Emilio José Viqueira Moure,Rafael Montes Benítez,Julio Pineda Romero,Natanael Cano Marín,Juan José Bautista Benítez,Jesús Mendoza Aguirre,José Luis González Vázquez,José Vega Díez,,,,,,
0,2000,Xerez,Almería,1-1,Ramón Martí Cuevas,José Luis Zaldívar González,Jesús Barbadilla Cervilla,Juan Pedro Ramos Sevilla,Francisco Javier Cachorro González,Emilio José Viqueira Moure,José Manuel Ortiz Gómez,Natanael Cano Marín,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Miguel Manuel del Puerto Athane,Juan José Bautista Benítez,Jesús Mendoza Aguirre,José Luis González Vázquez,Borja Ferrer Solavera,,,,,,
0,2000,Algeciras,Xerez,0-0,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Miguel Manuel del Puerto Athane,Natanael Cano Marín,Vicente Moreno Peris,Rafael Montes Benítez,Juan José Bautista Benítez,Julio Pineda Romero,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Antonio José González Santos,José Luis González Vázquez,José Vega Díez,,,,,,
1,2000,Xerez,Guadix,1-0,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Miguel Manuel del Puerto Athane,Emilio José Viqueira Moure,Borja Ferrer Solavera,Rafael Montes Benítez,Julio Pineda Romero,Natanael Cano Marín,José Manuel Ortiz Gómez,Juan José Bautista Benítez,Jesús Mendoza Aguirre,,,,,,,
1,2000,Ceuta,Xerez,0-1,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,Miguel Manuel del Puerto Athane,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Natanael Cano Marín,Juan José Bautista Benítez,Jesús Mendoza Aguirre,José Luis González Vázquez,José Manuel Ortiz Gómez,,,,,,
0,2000,Xerez,Motril,1-1,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Miguel Manuel del Puerto Athane,Vicente Moreno Peris,Francisco Javier Cachorro González,Rafael Montes Benítez,Julio Pineda Romero,Natanael Cano Marín,José Manuel Ortiz Gómez,Juan José Bautista Benítez,José Luis González Vázquez,Jesús Mendoza Aguirre,,,,,,
0,2000,Écija,Xerez,1-0,Ramón Martí Cuevas,Antonio José González Santos,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,José Manuel Ortiz Gómez,Vicente Moreno Peris,Natanael Cano Marín,Rafael Montes Benítez,Julio Pineda Romero,,,,,,,,,,
1,2000,Xerez,Coria,4-0,Ramón Martí Cuevas,Antonio José González Santos,José Luis Zaldívar González,Daniel López Ramos,Jesús Mendoza Aguirre,José Manuel Ortiz Gómez,Francisco Javier Cachorro González,Natanael Cano Marín,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Borja Ferrer Solavera,Rafael Mateos Lozano,Luis Lahera Gago,Juan José Bautista Benítez,José Luis González Vázquez,,,,,,
0,2000,Polideportivo Ejido,Xerez,1-0,Ramón Martí Cuevas,Antonio José González Santos,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Daniel López Ramos,Francisco Javier Cachorro González,José Manuel Ortiz Gómez,Emilio José Viqueira Moure,Natanael Cano Marín,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Luis Lahera Gago,Jesús Mendoza Aguirre,José Luis González Vázquez,Juan José Bautista Benítez,,,,,,
1,2000,Xerez,Sevilla,2-1,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Antonio José González Santos,Juan José Bautista Benítez,Luis Lahera Gago,Natanael Cano Marín,José Luis González Vázquez,,,,,,
0,2000,Xerez,CD Linares,0-2,Ramón Martí Cuevas,Jesús Barbadilla Cervilla,José Luis Zaldívar González,Juan Pedro Ramos Sevilla,Jesús Mendoza Aguirre,Daniel López Ramos,Francisco Javier Cachorro González,Emilio José Viqueira Moure,Vicente Moreno Peris,Rafael Montes Benítez,Julio Pineda Romero,Luis Lahera Gago,Juan José Bautista Benítez,Natanael Cano Marín,Borja Ferrer Solavera,José Luis González Vázquez,,,,,,
