WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,,
1,2005,Córdoba,Águilas,1-0,David Valle Millán,Luis Miguel Carrión Delgado,Mariano Antonio Fernández Fariña,Israel Delgado Andrés,Javier Flores Santacruz,Daniel Rodríguez Pérez,José Antonio García Rabasco,Juan Navarro Beneyto,Juan Ramón Ruano Santana,Hugo Filipe Cabral Pina,Javier Moreno Valera,Sérvulo Muñoz Muñoz,Arnal Llibert Conde Carbó,Sven Olof Fredrik Söderström,,,,,,,,,
0,2005,Almansa,Córdoba,2-2,David Valle Millán,Luis Miguel Carrión Delgado,Mariano Antonio Fernández Fariña,Israel Delgado Andrés,Javier Flores Santacruz,Daniel Rodríguez Pérez,Sven Olof Fredrik Söderström,Juan Navarro Beneyto,Juan Ramón Ruano Santana,Hugo Filipe Cabral Pina,Arnal Llibert Conde Carbó,Sérvulo Muñoz Muñoz,Alessandro Pierini,Pablo Villanueva Fernández,,,,,,,,,
0,2005,Córdoba,Écija,2-4,David Valle Millán,Luis Miguel Carrión Delgado,Germán Rojas Gallego,Mariano Antonio Fernández Fariña,Javier Flores Santacruz,Daniel Rodríguez Pérez,José Antonio García Rabasco,Juan Navarro Beneyto,Juan Ramón Ruano Santana,Hugo Filipe Cabral Pina,Arnal Llibert Conde Carbó,Javier Moreno Valera,Sérvulo Muñoz Muñoz,Esteban José Navarro Navarro,,,,,,,,,
1,2006,Córdoba,Sevilla Atlético,2-0,David Valle Millán,Alessandro Pierini,Antonio José González Santos,Antonio Rubén Párraga Ortiz,David Pérez Arteaga,Esteban José Navarro Navarro,José Antonio García Rabasco,Javier Flores Santacruz,Daniel González Sanz,Javier Moreno Valera,Jaime Asensio de la Fuente,Sven Olof Fredrik Söderström,Guzmán Casaseca Lozano,Diego Reyes Muñoz,,,,,,,,,
0,2006,Linares,Córdoba,2-1,Javier Cuadra Borrego,Luis Miguel Carrión Delgado,Aurelio Suárez Hernández,Diego Reyes Muñoz,Antonio Rubén Párraga Ortiz,Sven Olof Fredrik Söderström,Juan Navarro Beneyto,Hugo Filipe Cabral Pina,Pablo Villanueva Fernández,Guzmán Casaseca Lozano,Julio Pineda Romero,Javier Flores Santacruz,José Antonio García Rabasco,,,,,,,,,,
0,2006,Linares,Córdoba,3-2,David Valle Millán,Antonio José González Santos,Alessandro Pierini,Diego Reyes Muñoz,Javier Flores Santacruz,Esteban José Navarro Navarro,José Antonio García Rabasco,David Pérez Arteaga,Daniel González Sanz,Jaime Asensio de la Fuente,Javier Moreno Valera,Juan Navarro Beneyto,Sven Olof Fredrik Söderström,Guzmán Casaseca Lozano,,,,,,,,,
1,2006,Córdoba,Águilas,2-1,David Valle Millán,Luis Miguel Carrión Delgado,Alessandro Pierini,Diego Reyes Muñoz,David Pérez Arteaga,José Antonio García Rabasco,Esteban José Navarro Navarro,Hugo Filipe Cabral Pina,Guzmán Casaseca Lozano,Javier Moreno Valera,Jaime Asensio de la Fuente,Javier Flores Santacruz,Juan Navarro Beneyto,Julio Pineda Romero,,,,,,,,,
0,2006,Alcalá,Córdoba,1-1,David Valle Millán,Luis Miguel Carrión Delgado,Alessandro Pierini,Aurelio Suárez Hernández,Diego Reyes Muñoz,Javier Flores Santacruz,Juan Navarro Beneyto,David Pérez Arteaga,Guzmán Casaseca Lozano,Javier Moreno Valera,Jaime Asensio de la Fuente,Esteban José Navarro Navarro,Antonio José González Santos,Sven Olof Fredrik Söderström,,,,,,,,,
1,2006,Córdoba,Extremadura,3-1,David Valle Millán,Luis Miguel Carrión Delgado,Aurelio Suárez Hernández,Alessandro Pierini,Antonio Rubén Párraga Ortiz,David Pérez Arteaga,Javier Flores Santacruz,Juan Navarro Beneyto,Guzmán Casaseca Lozano,Javier Moreno Valera,Jaime Asensio de la Fuente,Julio Pineda Romero,Esteban José Navarro Navarro,José Antonio García Rabasco,,,,,,,,,
0,2006,Ceuta,Córdoba,1-1,David Valle Millán,Luis Miguel Carrión Delgado,Aurelio Suárez Hernández,Alessandro Pierini,Antonio Rubén Párraga Ortiz,David Pérez Arteaga,Javier Flores Santacruz,Juan Navarro Beneyto,Guzmán Casaseca Lozano,Javier Moreno Valera,Jaime Asensio de la Fuente,Esteban José Navarro Navarro,Julio Pineda Romero,,,,,,,,,,
1,2006,Córdoba,Cerro de Reyes,4-0,David Valle Millán,Luis Miguel Carrión Delgado,Aurelio Suárez Hernández,Alessandro Pierini,Diego Reyes Muñoz,David Pérez Arteaga,Javier Flores Santacruz,Juan Navarro Beneyto,Guzmán Casaseca Lozano,Javier Moreno Valera,Jaime Asensio de la Fuente,Esteban José Navarro Navarro,Daniel González Sanz,Julio Pineda Romero,,,,,,,,,
0,2006,Granada,Córdoba,2-1,David Valle Millán,Luis Miguel Carrión Delgado,Aurelio Suárez Hernández,Alessandro Pierini,Diego Reyes Muñoz,David Pérez Arteaga,Daniel González Sanz,Sven Olof Fredrik Söderström,Juan Navarro Beneyto,Javier Moreno Valera,Jaime Asensio de la Fuente,Javier Flores Santacruz,Guzmán Casaseca Lozano,Julio Pineda Romero,,,,,,,,,
1,2006,Córdoba,Málaga B,5-2,David Valle Millán,Luis Miguel Carrión Delgado,Aurelio Suárez Hernández,Antonio José González Santos,Antonio Rubén Párraga Ortiz,David Pérez Arteaga,Javier Flores Santacruz,Juan Navarro Beneyto,Guzmán Casaseca Lozano,Julio Pineda Romero,Javier Moreno Valera,Hugo Filipe Cabral Pina,Jaime Asensio de la Fuente,José Antonio García Rabasco,,,,,,,,,
0,2006,Écija,Córdoba,1-0,David Valle Millán,Luis Miguel Carrión Delgado,Alessandro Pierini,Aurelio Suárez Hernández,Diego Reyes Muñoz,Antonio Rubén Párraga Ortiz,Juan Navarro Beneyto,Javier Flores Santacruz,Guzmán Casaseca Lozano,Javier Moreno Valera,Julio Pineda Romero,Daniel González Sanz,José Antonio García Rabasco,Jaime Asensio de la Fuente,,,,,,,,,
1,2006,Córdoba,Villanueva,3-0,David Valle Millán,Luis Miguel Carrión Delgado,Alessandro Pierini,Diego Reyes Muñoz,David Pérez Arteaga,Javier Flores Santacruz,Juan Navarro Beneyto,Hugo Filipe Cabral Pina,Guzmán Casaseca Lozano,Javier Moreno Valera,Julio Pineda Romero,Daniel González Sanz,José Antonio García Rabasco,Jaime Asensio de la Fuente,,,,,,,,,
0,2006,Jaén,Córdoba,3-1,David Valle Millán,Luis Miguel Carrión Delgado,Alessandro Pierini,Diego Reyes Muñoz,Antonio Rubén Párraga Ortiz,Javier Flores Santacruz,Hugo Filipe Cabral Pina,Juan Navarro Beneyto,Guzmán Casaseca Lozano,Julio Pineda Romero,Jaime Asensio de la Fuente,Pablo Villanueva Fernández,Javier Cuadra Borrego,Daniel González Sanz,,,,,,,,,
1,2006,Córdoba,FC Cartagena,4-2,David Valle Millán,Luis Miguel Carrión Delgado,Alessandro Pierini,Diego Reyes Muñoz,Antonio Rubén Párraga Ortiz,Javier Flores Santacruz,Juan Navarro Beneyto,Hugo Filipe Cabral Pina,Guzmán Casaseca Lozano,Javier Moreno Valera,Julio Pineda Romero,Esteban José Navarro Navarro,Daniel González Sanz,Jaime Asensio de la Fuente,,,,,,,,,
0,2010,Salamanca,Córdoba,1-1,Raúl Navas Paúl,Ricardo Álvarez Puig,Agustín García Iñiguez,Juan Rafael Fuentes Hernández,Fernando Usero Toledano,David Pérez Arteaga,Alberto Aguilar Leiva,Gerardo García León,José Díaz Sánchez,Jonathan Sesma González,Charles Dias de Oliveira,Jorge Luque García,Juan Miguel Callejón Bueno,Iñigo Díaz de Cerio Conejero,Alberto García Cabrera,David Gutiérrez de Coz,Oriol Riera Magem,Jagoba Beobide Larrañaga,,,,,
1,2010,Córdoba,Numancia,1-0,Alberto García Cabrera,David Gutiérrez de Coz,Agustín García Iñiguez,Miguel Ángel Tena García,Samuel Geoffroy Camille,Jagoba Beobide Larrañaga,Javier Flores Santacruz,Jorge Luque García,Juan Miguel Callejón Bueno,Iñigo Díaz de Cerio Conejero,Oriol Riera Magem,David Pérez Arteaga,Fernando Usero Toledano,José Díaz Sánchez,Raúl Navas Paúl,Mikel Dañobeitia Martín,Gerardo García León,Alberto Aguilar Leiva,,,,,
0,2010,Córdoba,Rayo Vallecano,2-3,Raúl Navas Paúl,Agustín García Iñiguez,Ricardo Álvarez Puig,Juan Rafael Fuentes Hernández,Alberto Aguilar Leiva,Fernando Usero Toledano,David Pérez Arteaga,Gerardo García León,José Díaz Sánchez,Jonathan Sesma González,Charles Dias de Oliveira,Jorge Luque García,Iñigo Díaz de Cerio Conejero,Oriol Riera Magem,Alberto García Cabrera,David Gutiérrez de Coz,Juan Miguel Callejón Bueno,Jagoba Beobide Larrañaga,,,,,
1,2010,Córdoba,Rayo Vallecano,2-1,Alberto García Cabrera,David Gutiérrez de Coz,Agustín García Iñiguez,Miguel Ángel Tena García,Juan Rafael Fuentes Hernández,Javier Flores Santacruz,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Iñigo Díaz de Cerio Conejero,Raúl Navas Paúl,Fernando Usero Toledano,Jagoba Beobide Larrañaga,David Pérez Arteaga,Mikel Dañobeitia Martín,Oriol Riera Magem,Gerardo García León,,,,,
0,2010,Celta de Vigo,Córdoba,3-2,Raúl Navas Paúl,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Gerardo García León,David Pérez Arteaga,Jonathan Sesma González,Charles Dias de Oliveira,Oriol Riera Magem,Alberto Aguilar Leiva,Javier Flores Santacruz,José Díaz Sánchez,David Gutiérrez de Coz,Jorge Luque García,Iñigo Díaz de Cerio Conejero,Jesús Coca Noguerol,,,,,
0,2010,Córdoba,Xerez,0-2,Raúl Navas Paúl,Miguel Ángel Tena García,Agustín García Iñiguez,Samuel Geoffroy Camille,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Gerardo García León,David Pérez Arteaga,José Díaz Sánchez,Jonathan Sesma González,Charles Dias de Oliveira,Jorge Luque García,Oriol Riera Magem,Juan Miguel Callejón Bueno,Alberto García Cabrera,David Gutiérrez de Coz,Alberto Aguilar Leiva,Javier Flores Santacruz,,,,,
1,2010,FC Cartagena,Córdoba,1-2,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Samuel Geoffroy Camille,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Javier Flores Santacruz,David Pérez Arteaga,José Díaz Sánchez,Charles Dias de Oliveira,Gerardo García León,Jorge Luque García,Alberto Aguilar Leiva,Alberto García Cabrera,Oriol Riera Magem,Juan Miguel Callejón Bueno,Jonathan Sesma González,,,,,
1,2010,Córdoba,Barcelona B,2-0,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Juan Rafael Fuentes Hernández,Fernando Usero Toledano,Javier Flores Santacruz,Alberto Aguilar Leiva,David Pérez Arteaga,José Díaz Sánchez,Charles Dias de Oliveira,Jonathan Sesma González,Jorge Luque García,Oriol Riera Magem,Alberto García Cabrera,Ricardo Álvarez Puig,Juan Miguel Callejón Bueno,Gerardo García León,,,,,
0,2010,Numancia,Córdoba,1-1,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Juan Rafael Fuentes Hernández,Fernando Usero Toledano,Javier Flores Santacruz,Alberto Aguilar Leiva,David Pérez Arteaga,José Díaz Sánchez,Charles Dias de Oliveira,Jagoba Beobide Larrañaga,Juan Miguel Callejón Bueno,Oriol Riera Magem,Alberto García Cabrera,Gerardo García León,Jorge Luque García,Jonathan Sesma González,,,,,
0,2010,Córdoba,Elche,0-0,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Juan Rafael Fuentes Hernández,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Javier Flores Santacruz,David Pérez Arteaga,José Díaz Sánchez,Iñigo Díaz de Cerio Conejero,Gerardo García León,Jonathan Sesma González,Juan Miguel Callejón Bueno,Alberto García Cabrera,Ricardo Álvarez Puig,Jorge Luque García,Alberto Aguilar Leiva,,,,,
0,2010,Córdoba,Tenerife,2-2,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Juan Rafael Fuentes Hernández,Fernando Usero Toledano,Javier Flores Santacruz,Alberto Aguilar Leiva,Jorge Luque García,David Pérez Arteaga,José Díaz Sánchez,Charles Dias de Oliveira,Juan Miguel Callejón Bueno,Jonathan Sesma González,Iñigo Díaz de Cerio Conejero,Alberto García Cabrera,Ricardo Álvarez Puig,Gerardo García León,Jagoba Beobide Larrañaga,,,,,
1,2010,Córdoba,Racing de Santander,2-0,Alberto García Cabrera,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Gerardo García León,Juan Miguel Callejón Bueno,Iñigo Díaz de Cerio Conejero,Oriol Riera Magem,Charles Dias de Oliveira,Jorge Luque García,Mikel Dañobeitia Martín,Raúl Navas Paúl,José Luis Cabrera Cava,José Díaz Sánchez,Alberto Aguilar Leiva,,,,,
0,2010,Gimnàstic de Tarragona,Córdoba,1-1,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Juan Rafael Fuentes Hernández,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Javier Flores Santacruz,David Pérez Arteaga,José Díaz Sánchez,Charles Dias de Oliveira,Jorge Luque García,Iñigo Díaz de Cerio Conejero,Oriol Riera Magem,Alberto García Cabrera,Samuel Geoffroy Camille,Gerardo García León,Alberto Aguilar Leiva,,,,,
1,2010,Córdoba,Huesca,2-0,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Juan Rafael Fuentes Hernández,Fernando Usero Toledano,Javier Flores Santacruz,Jorge Luque García,David Pérez Arteaga,Iñigo Díaz de Cerio Conejero,Charles Dias de Oliveira,Jagoba Beobide Larrañaga,Alberto Aguilar Leiva,Oriol Riera Magem,Alberto García Cabrera,José Díaz Sánchez,Samuel Geoffroy Camille,Gerardo García León,,,,,
0,2010,Racing de Santander,Córdoba,3-1,Alberto García Cabrera,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Gerardo García León,Juan Miguel Callejón Bueno,José Díaz Sánchez,Oriol Riera Magem,Javier Flores Santacruz,Jorge Luque García,Iñigo Díaz de Cerio Conejero,Raúl Navas Paúl,David Gutiérrez de Coz,Charles Dias de Oliveira,Alberto Aguilar Leiva,,,,,
0,2010,Alcorcón,Córdoba,2-1,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Agustín García Iñiguez,Samuel Geoffroy Camille,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Javier Flores Santacruz,David Pérez Arteaga,Iñigo Díaz de Cerio Conejero,Charles Dias de Oliveira,José Díaz Sánchez,Jorge Luque García,Oriol Riera Magem,Alberto García Cabrera,Juan Miguel Callejón Bueno,Gerardo García León,Alberto Aguilar Leiva,,,,,
0,2010,Córdoba,Villarreal B,0-0,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Jagoba Beobide Larrañaga,Javier Flores Santacruz,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Mikel Dañobeitia Martín,Alberto Aguilar Leiva,José Díaz Sánchez,Alberto García Cabrera,Agustín García Iñiguez,José Luis Cabrera Cava,Gerardo García León,,,,,
0,2010,Granada,Córdoba,1-1,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Fernando Usero Toledano,Javier Flores Santacruz,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Oriol Riera Magem,Mikel Dañobeitia Martín,Jagoba Beobide Larrañaga,José Díaz Sánchez,Alberto García Cabrera,José Luis Cabrera Cava,Gerardo García León,Alberto Aguilar Leiva,,,,,
0,2010,Córdoba,Recreativo de Huelva,3-3,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Fernando Usero Toledano,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Charles Dias de Oliveira,Oriol Riera Magem,Gerardo García León,Jonathan Sesma González,Alberto García Cabrera,Mikel Dañobeitia Martín,Alberto Aguilar Leiva,Iñigo Díaz de Cerio Conejero,Jagoba Beobide Larrañaga,,,,,
0,2010,Betis,Córdoba,3-1,Raúl Navas Paúl,Ricardo Álvarez Puig,Miguel Ángel Tena García,Samuel Geoffroy Camille,David Pérez Arteaga,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Jorge Luque García,Juan Miguel Callejón Bueno,Gerardo García León,Oriol Riera Magem,Alberto García Cabrera,Jonathan Sesma González,José Díaz Sánchez,Charles Dias de Oliveira,Alberto Aguilar Leiva,Iñigo Díaz de Cerio Conejero,José Manuel Fernández Reyes,,,,,
1,2010,Córdoba,Valladolid,1-0,Alberto García Cabrera,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,Gerardo García León,José Díaz Sánchez,Jonathan Sesma González,Oriol Riera Magem,José Luis Cabrera Cava,Fernando Usero Toledano,Agustín García Iñiguez,David Pérez Arteaga,Charles Dias de Oliveira,Jesús Coca Noguerol,José Manuel Fernández Reyes,,,,,
0,2010,Córdoba,Deportivo de La Coruña,1-1,Alberto García Cabrera,Ricardo Álvarez Puig,Agustín García Iñiguez,Miguel Ángel Tena García,Fernando Usero Toledano,Alberto Aguilar Leiva,Jorge Luque García,Gerardo García León,Juan Miguel Callejón Bueno,José Díaz Sánchez,Charles Dias de Oliveira,Jonathan Sesma González,José Manuel Fernández Reyes,Oriol Riera Magem,José Luis Cabrera Cava,Iñigo Díaz de Cerio Conejero,Jagoba Beobide Larrañaga,Jesús Coca Noguerol,,,,,
0,2010,Albacete,Córdoba,1-0,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Jonathan Sesma González,Oriol Riera Magem,José Manuel Fernández Reyes,Charles Dias de Oliveira,Iñigo Díaz de Cerio Conejero,Agustín García Iñiguez,José Luis Cabrera Cava,Fernando Usero Toledano,Jesús Coca Noguerol,,,,,
0,2010,Deportivo de La Coruña,Córdoba,3-1,Alberto García Cabrera,José Manuel Fernández Reyes,David Gutiérrez de Coz,Agustín García Iñiguez,Miguel Ángel Tena García,Jagoba Beobide Larrañaga,Fernando Usero Toledano,Javier Flores Santacruz,David Pérez Arteaga,Iñigo Díaz de Cerio Conejero,Charles Dias de Oliveira,Juan Miguel Callejón Bueno,José Díaz Sánchez,Jonathan Sesma González,Juan Rafael Fuentes Hernández,José Luis Cabrera Cava,Alberto Aguilar Leiva,Jesús Coca Noguerol,,,,,
0,2010,Córdoba,Ponferradina,3-3,Alberto García Cabrera,José Manuel Fernández Reyes,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Jonathan Sesma González,Oriol Riera Magem,Fernando Usero Toledano,David Pérez Arteaga,Charles Dias de Oliveira,José Luis Cabrera Cava,Javier Flores Santacruz,Jagoba Beobide Larrañaga,Jesús Coca Noguerol,,,,,
1,2010,Las Palmas,Córdoba,0-1,Alberto García Cabrera,David Gutiérrez de Coz,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Jonathan Sesma González,Oriol Riera Magem,Charles Dias de Oliveira,Javier Flores Santacruz,Jagoba Beobide Larrañaga,José Luis Cabrera Cava,José Díaz Sánchez,Jesús Coca Noguerol,José Manuel Fernández Reyes,,,,,
0,2010,Córdoba,Girona,1-1,Alberto García Cabrera,David Gutiérrez de Coz,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Jonathan Sesma González,Oriol Riera Magem,Charles Dias de Oliveira,Javier Flores Santacruz,Federico Vico Villegas,Miguel Ángel Tena García,José Luis Cabrera Cava,Jesús Coca Noguerol,José Manuel Fernández Reyes,,,,,
1,2010,Córdoba,Salamanca,2-0,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Fernando Usero Toledano,Alberto Aguilar Leiva,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Javier Flores Santacruz,José Manuel Fernández Reyes,José Díaz Sánchez,Agustín García Iñiguez,José Luis Cabrera Cava,Jesús Coca Noguerol,Federico Vico Villegas,,,,,
0,2010,Rayo Vallecano,Córdoba,4-2,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Juan Rafael Fuentes Hernández,Javier Flores Santacruz,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,Charles Dias de Oliveira,Oriol Riera Magem,Fernando Usero Toledano,José Díaz Sánchez,Agustín García Iñiguez,José Luis Cabrera Cava,Jesús Coca Noguerol,José Manuel Fernández Reyes,Federico Vico Villegas,,,,,
0,2010,Córdoba,Celta de Vigo,0-0,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Javier Flores Santacruz,Fernando Usero Toledano,José Díaz Sánchez,Raúl Navas Paúl,Agustín García Iñiguez,Jagoba Beobide Larrañaga,José Manuel Fernández Reyes,,,,,
1,2010,Xerez,Córdoba,1-3,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Fernando Usero Toledano,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Javier Flores Santacruz,José Díaz Sánchez,José Luis Cabrera Cava,Raúl Navas Paúl,Agustín García Iñiguez,Jagoba Beobide Larrañaga,José Manuel Fernández Reyes,,,,,
1,2010,Córdoba,FC Cartagena,2-0,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Javier Flores Santacruz,Fernando Usero Toledano,José Díaz Sánchez,Raúl Navas Paúl,Agustín García Iñiguez,Jonathan Sesma González,José Manuel Fernández Reyes,,,,,
0,2010,Barcelona B,Córdoba,4-1,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Fernando Usero Toledano,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,José Díaz Sánchez,José Manuel Fernández Reyes,Jonathan Sesma González,Raúl Navas Paúl,Juan Rafael Fuentes Hernández,Agustín García Iñiguez,Alberto Aguilar Leiva,,,,,
0,2010,Córdoba,Numancia,1-2,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Jonathan Sesma González,Fernando Usero Toledano,José Díaz Sánchez,Raúl Navas Paúl,Agustín García Iñiguez,José Luis Cabrera Cava,José Manuel Fernández Reyes,,,,,
0,2010,Elche,Córdoba,2-1,Raúl Navas Paúl,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,David Pérez Arteaga,Charles Dias de Oliveira,Oriol Riera Magem,Manuel Jesús Molero del Río,José Luis Cabrera Cava,José Díaz Sánchez,Agustín García Iñiguez,Fernando Usero Toledano,Jesús Coca Noguerol,José Manuel Fernández Reyes,,,,,
1,2010,Tenerife,Córdoba,1-2,Alberto García Cabrera,José Manuel Fernández Reyes,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Charles Dias de Oliveira,José Luis Cabrera Cava,Fernando Usero Toledano,Oriol Riera Magem,Raúl Navas Paúl,Agustín García Iñiguez,Jonathan Sesma González,Manuel Jesús Molero del Río,,,,,
1,2010,Córdoba,Gimnàstic de Tarragona,1-0,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Charles Dias de Oliveira,José Manuel Fernández Reyes,Oriol Riera Magem,Jonathan Sesma González,Raúl Navas Paúl,José Luis Cabrera Cava,Fernando Usero Toledano,Manuel Jesús Molero del Río,,,,,
0,2010,Huesca,Córdoba,2-0,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Charles Dias de Oliveira,Jonathan Sesma González,Manuel Jesús Molero del Río,Oriol Riera Magem,Raúl Navas Paúl,Agustín García Iñiguez,José Luis Cabrera Cava,José Manuel Fernández Reyes,,,,,
0,2010,Córdoba,Alcorcón,1-4,Alberto García Cabrera,David Gutiérrez de Coz,Ricardo Álvarez Puig,Agustín García Iñiguez,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Alberto Aguilar Leiva,Jorge Luque García,Juan Miguel Callejón Bueno,Charles Dias de Oliveira,Oriol Riera Magem,José Luis Cabrera Cava,Jonathan Sesma González,Manuel Jesús Molero del Río,Raúl Navas Paúl,Fernando Usero Toledano,José Manuel Fernández Reyes,Javier Hervás Salmoral,,,,,
1,2010,Villarreal B,Córdoba,0-3,Alberto García Cabrera,David Gutiérrez de Coz,Miguel Ángel Tena García,Ricardo Álvarez Puig,Samuel Geoffroy Camille,Juan Rafael Fuentes Hernández,Fernando Usero Toledano,Jorge Luque García,Juan Miguel Callejón Bueno,José Díaz Sánchez,Oriol Riera Magem,Jonathan Sesma González,Agustín García Iñiguez,Charles Dias de Oliveira,Raúl Navas Paúl,Alberto Aguilar Leiva,José Manuel Fernández Reyes,Javier Hervás Salmoral,,,,,
