WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;
1;2003;Rayo Majadahonda;Mirandés;2-3;Alfonso Subero Calvo;Juan Blanco Martínez;Daniel Marcelo Mayo Campasso;Rodrigo Mateos Díez;Iñigo Marín Lombillo;Iker Lasarte Herrero;Justino González Mateo;Roberto Iván Agustín Suárez;Diego Martín Tártara;Francisco Nogueira Maneiro;Carlos Javier Díaz Infantes;Josu Ibarra Rabancho;Gustavo Adolfo Bezares Gascón;Enrique José Alcázar Peralta;;;;
0;2003;Mirandés;Burgos CF;0-0;Alfonso Subero Calvo;Juan Blanco Martínez;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iñigo Marín Lombillo;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Josu Ibarra Rabancho;Justino González Mateo;Francisco Nogueira Maneiro;David Gallo García;Carlos Javier Díaz Infantes;;;;;;
1;2003;Ponferradina;Mirandés;1-2;Alfonso Subero Calvo;Iñigo Marín Lombillo;Rodrigo Mateos Díez;Juan Blanco Martínez;Sergio Fernández García;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Justino González Mateo;Diego Martín Tártara;Gustavo Adolfo Bezares Gascón;David Gallo García;Enrique José Alcázar Peralta;Carlos Javier Díaz Infantes;Francisco Nogueira Maneiro;;;;
0;2003;Mirandés;Conquense;0-0;Iban Triviño Cabello;Daniel Marcelo Mayo Campasso;Iñigo Marín Lombillo;Juan Blanco Martínez;Sergio Fernández García;Iker Lasarte Herrero;Josu Ibarra Rabancho;Justino González Mateo;Diego Martín Tártara;Gustavo Adolfo Bezares Gascón;David Gallo García;Juan Carlos Moreno Estébanez;Iker Ruiz de Viñaspre Corres;Rodrigo Mateos Díez;;;;
0;2003;Tomelloso;Mirandés;3-1;Iban Triviño Cabello;Juan Blanco Martínez;Enrique José Alcázar Peralta;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Josu Ibarra Rabancho;Leandro Darío Pini;Roberto Iván Agustín Suárez;Diego Martín Tártara;Gustavo Adolfo Bezares Gascón;Carlos Javier Díaz Infantes;Jon Díez de Diego;David Gallo García;;;;;
0;2003;Pontevedra;Mirandés;2-2;Alfonso Subero Calvo;Daniel Marcelo Mayo Campasso;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Justino González Mateo;Diego Martín Tártara;Gustavo Adolfo Bezares Gascón;David Gallo García;Carlos Javier Díaz Infantes;Francisco Nogueira Maneiro;Iñigo Marín Lombillo;Iban Triviño Cabello;Josu Ibarra Rabancho;;
0;2003;Mirandés;Lorca Deportiva;0-0;Alfonso Subero Calvo;Iñigo Marín Lombillo;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Justino González Mateo;Diego Martín Tártara;Gustavo Adolfo Bezares Gascón;David Gallo García;Josu Ibarra Rabancho;Francisco Nogueira Maneiro;Iban Triviño Cabello;Enrique José Alcázar Peralta;Carlos Javier Díaz Infantes;;
1;2003;Lorca Deportiva;Mirandés;1-2;Alfonso Subero Calvo;Daniel Marcelo Mayo Campasso;Iñigo Marín Lombillo;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Justino González Mateo;Diego Martín Tártara;Gustavo Adolfo Bezares Gascón;David Gallo García;Francisco Nogueira Maneiro;Carlos Javier Díaz Infantes;Enrique José Alcázar Peralta;;;;
0;2003;Mirandés;Pontevedra;0-1;Alfonso Subero Calvo;Daniel Marcelo Mayo Campasso;Iñigo Marín Lombillo;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Justino González Mateo;Diego Martín Tártara;Carlos Javier Díaz Infantes;Gustavo Adolfo Bezares Gascón;Enrique José Alcázar Peralta;Leandro Darío Pini;Josu Ibarra Rabancho;Iban Triviño Cabello;Jon Díez de Diego;;
0;2003;Badajoz;Mirandés;3-0;Alfonso Subero Calvo;Rodrigo Mateos Díez;Juan Blanco Martínez;Iñigo Marín Lombillo;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Josu Ibarra Rabancho;Justino González Mateo;David Gallo García;Gustavo Adolfo Bezares Gascón;Enrique José Alcázar Peralta;Francisco Nogueira Maneiro;Carlos Javier Díaz Infantes;;;;
1;2003;Mirandés;Badajoz;2-1;Alfonso Subero Calvo;Daniel Marcelo Mayo Campasso;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Roberto Iván Agustín Suárez;Diego Martín Tártara;Francisco Nogueira Maneiro;David Gallo García;Gustavo Adolfo Bezares Gascón;Enrique José Alcázar Peralta;Justino González Mateo;Josu Ibarra Rabancho;Iban Triviño Cabello;Carlos Javier Díaz Infantes;;
0;2004;Mirandés;Amurrio;0-2;Alfonso Subero Calvo;Óscar Valero Navarro;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Honorio Gallego Enríquez;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Ignacio Tomás Mores;Víctor Ramos Pérez;Jon Álvarez de Eulate Arce;Francisco Javier Martínez Rípodas;Gustavo Adolfo Bezares Gascón;;;;
0;2004;Real Sociedad B;Mirandés;0-0;Alfonso Subero Calvo;Óscar Valero Navarro;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Honorio Gallego Enríquez;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Ignacio Tomás Mores;Gustavo Adolfo Bezares Gascón;Jon Díez de Diego;Juan Carlos Lago Palermo;Francisco Javier Martínez Rípodas;Iban Triviño Cabello;Víctor Ramos Pérez;;
0;2004;Mirandés;Alavés B;0-2;Alfonso Subero Calvo;Juan Blanco Martínez;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Lasarte Herrero;Honorio Gallego Enríquez;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Ignacio Tomás Mores;Gustavo Adolfo Bezares Gascón;Víctor Ramos Pérez;Francisco Javier Martínez Rípodas;Óscar Valero Navarro;Diego Antonio Gómez Calvete;;;;
0;2004;Barakaldo;Mirandés;0-0;Alfonso Subero Calvo;Óscar Valero Navarro;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Juan Blanco Martínez;Honorio Gallego Enríquez;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Ignacio Tomás Mores;Diego Antonio Gómez Calvete;Jon Álvarez de Eulate Arce;Gustavo Adolfo Bezares Gascón;Iker Ruiz de Viñaspre Corres;;;;
1;2004;Mirandés;Gimnástica de Torrelavega;1-0;Alfonso Subero Calvo;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Honorio Gallego Enríquez;Iker Lasarte Herrero;Francisco Javier Martínez Rípodas;Rodrigo Veiga Alonso;Ignacio Tomás Mores;Diego Antonio Gómez Calvete;Jon Solaun Akarregi;Gustavo Adolfo Bezares Gascón;Iker Ruiz de Viñaspre Corres;;;;
0;2004;Alfaro;Mirandés;1-1;Alfonso Subero Calvo;Rodrigo Mateos Díez;Juan Blanco Martínez;Daniel Marcelo Mayo Campasso;Honorio Gallego Enríquez;Francisco Javier Martínez Rípodas;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Ignacio Tomás Mores;Diego Antonio Gómez Calvete;Óscar Valero Navarro;Gustavo Adolfo Bezares Gascón;Iker Ruiz de Viñaspre Corres;;;;
0;2004;Mirandés;Recreación;0-1;Alfonso Subero Calvo;Óscar Valero Navarro;Daniel Marcelo Mayo Campasso;Rodrigo Mateos Díez;Juan Blanco Martínez;Jon Díez de Diego;Honorio Gallego Enríquez;Francisco Javier Martínez Rípodas;Rodrigo Veiga Alonso;Diego Antonio Gómez Calvete;Gustavo Adolfo Bezares Gascón;Iker Ruiz de Viñaspre Corres;Jon Solaun Akarregi;Víctor Ramos Pérez;;;;
0;2004;Cultural Leonesa;Mirandés;2-0;Alfonso Subero Calvo;Óscar Valero Navarro;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Ignacio Tomás Mores;Gustavo Adolfo Bezares Gascón;Diego Antonio Gómez Calvete;Francisco Javier Martínez Rípodas;Honorio Gallego Enríquez;Javier Darío Delgado Ametta;;;;
0;2004;Athletic Club B;Mirandés;3-0;Alfonso Subero Calvo;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Jon Díez de Diego;Francisco Javier Martínez Rípodas;Honorio Gallego Enríquez;Iker Lasarte Herrero;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Gustavo Adolfo Bezares Gascón;Jon Solaun Akarregi;Rodrigo Veiga Alonso;;;;
1;2004;Mirandés;Salamanca;3-2;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Jon Díez de Diego;Rodrigo Veiga Alonso;Iker Lasarte Herrero;Francisco Javier Martínez Rípodas;Jon Solaun Akarregi;Diego Antonio Gómez Calvete;Justino González Mateo;Honorio Gallego Enríquez;Javier Darío Delgado Ametta;;;;
0;2004;Mirandés;Palencia;0-3;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Francisco Javier Martínez Rípodas;Javier Darío Delgado Ametta;Diego Antonio Gómez Calvete;Justino González Mateo;Jon Solaun Akarregi;Honorio Gallego Enríquez;;;;
0;2004;Lemona;Mirandés;1-0;Alfonso Subero Calvo;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Jon Díez de Diego;Iker Lasarte Herrero;Jon Solaun Akarregi;Rodrigo Veiga Alonso;Justino González Mateo;Jon Álvarez de Eulate Arce;Javier Darío Delgado Ametta;Diego Antonio Gómez Calvete;Óscar Valero Navarro;;;;;
0;2004;Mirandés;Real Sociedad;0-0;Iban Triviño Cabello;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Jon Álvarez de Eulate Arce;Justino González Mateo;Ignacio Tomás Mores;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Francisco Javier Martínez Rípodas;Gustavo Adolfo Bezares Gascón;Honorio Gallego Enríquez;Alfonso Subero Calvo;Jon Díez de Diego;;
0;2004;Mirandés;Real Unión;0-0;Iban Triviño Cabello;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Jon Díez de Diego;Justino González Mateo;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Francisco Javier Martínez Rípodas;Gustavo Adolfo Bezares Gascón;Alfonso Subero Calvo;Iker Ruiz de Viñaspre Corres;Honorio Gallego Enríquez;;
0;2004;Sestao River;Mirandés;2-1;Iban Triviño Cabello;Óscar Valero Navarro;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Jon Díez de Diego;Justino González Mateo;Jon Solaun Akarregi;Iker Lasarte Herrero;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Iker Ruiz de Viñaspre Corres;Gustavo Adolfo Bezares Gascón;;;;;
1;2004;Mirandés;Guijuelo;3-2;Iban Triviño Cabello;Óscar Valero Navarro;Iker Ruiz de Viñaspre Corres;Rodrigo Mateos Díez;Rodrigo Veiga Alonso;Iker Lasarte Herrero;Justino González Mateo;Jon Solaun Akarregi;Jon Álvarez de Eulate Arce;Ignacio Tomás Mores;Diego Antonio Gómez Calvete;Honorio Gallego Enríquez;Javier Darío Delgado Ametta;;;;;
0;2004;Marino de Luanco;Mirandés;1-0;Iban Triviño Cabello;Óscar Valero Navarro;Iker Ruiz de Viñaspre Corres;Rodrigo Mateos Díez;Iker Lasarte Herrero;Jon Solaun Akarregi;Rodrigo Veiga Alonso;Justino González Mateo;Jon Álvarez de Eulate Arce;Ignacio Tomás Mores;Diego Antonio Gómez Calvete;Gustavo Adolfo Bezares Gascón;Javier Darío Delgado Ametta;Francisco Javier Martínez Rípodas;;;;
0;2004;Mirandés;Haro;0-0;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Juan Blanco Martínez;Iker Lasarte Herrero;Honorio Gallego Enríquez;Justino González Mateo;Jon Solaun Akarregi;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Francisco Javier Martínez Rípodas;Gustavo Adolfo Bezares Gascón;;;;;
0;2004;Zamora;Mirandés;2-2;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Justino González Mateo;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Francisco Javier Martínez Rípodas;Ignacio Tomás Mores;;;;;
0;2004;Mirandés;Burgos CF;0-1;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Daniel Marcelo Mayo Campasso;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Justino González Mateo;Honorio Gallego Enríquez;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Juan Blanco Martínez;Alejandro Bajo Mallofre;;;;;
0;2004;Mirandés;Betis;1-3;Alfonso Subero Calvo;Óscar Valero Navarro;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Ruiz de Viñaspre Corres;Rodrigo Veiga Alonso;Honorio Gallego Enríquez;Justino González Mateo;Iker Lasarte Herrero;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Diego Ortiz Arnáez;Juan Blanco Martínez;Iban Triviño Cabello;Jon Díez de Diego;Ignacio Tomás Mores;;
0;2004;Ponferradina;Mirandés;0-0;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Jon Díez de Diego;Honorio Gallego Enríquez;Jon Solaun Akarregi;Rodrigo Veiga Alonso;Jon Álvarez de Eulate Arce;Iker Lasarte Herrero;Diego Antonio Gómez Calvete;Juan Blanco Martínez;Juan Carlos Lago Palermo;Justino González Mateo;Alfonso Subero Calvo;Alejandro Bajo Mallofre;;
0;2004;Betis;Mirandés;0-0;Alfonso Subero Calvo;Óscar Valero Navarro;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Ruiz de Viñaspre Corres;Rodrigo Veiga Alonso;Iker Lasarte Herrero;Jon Solaun Akarregi;Justino González Mateo;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Jon Díez de Diego;Alejandro Bajo Mallofre;Juan Blanco Martínez;Iban Triviño Cabello;Diego Ortiz Arnáez;;
0;2004;Amurrio;Mirandés;0-0;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Rodrigo Veiga Alonso;Jon Solaun Akarregi;Iker Lasarte Herrero;Jon Álvarez de Eulate Arce;Justino González Mateo;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;;;;;
1;2004;Alavés B;Mirandés;0-1;Iban Triviño Cabello;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Solaun Akarregi;Antonio Blanco Martínez;Christian Abad Chico;Jon Álvarez de Eulate Arce;Javier Darío Delgado Ametta;Daniel Marcelo Mayo Campasso;Óscar Valero Navarro;Diego Antonio Gómez Calvete;;;;
0;2004;Mirandés;Barakaldo;0-1;Iban Triviño Cabello;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Daniel Marcelo Mayo Campasso;Jon Solaun Akarregi;Iker Lasarte Herrero;Javier Vázquez Ares;Christian Abad Chico;Jon Álvarez de Eulate Arce;Javier Darío Delgado Ametta;Óscar Valero Navarro;Honorio Gallego Enríquez;Diego Antonio Gómez Calvete;;;;
0;2004;Gimnástica de Torrelavega;Mirandés;1-1;Alfonso Subero Calvo;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Jon Solaun Akarregi;Antonio Blanco Martínez;Justino González Mateo;Christian Abad Chico;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Óscar Valero Navarro;Honorio Gallego Enríquez;;;;;
0;2004;Mirandés;Alfaro;1-1;Alfonso Subero Calvo;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Ruiz de Viñaspre Corres;Jon Solaun Akarregi;Iker Lasarte Herrero;Javier Vázquez Ares;Christian Abad Chico;Antonio Blanco Martínez;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Honorio Gallego Enríquez;Óscar Valero Navarro;;;;;
1;2004;Recreación;Mirandés;0-1;Iban Triviño Cabello;Juan Blanco Martínez;Rodrigo Mateos Díez;Juan Carlos Lago Palermo;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Javier Vázquez Ares;Antonio Blanco Martínez;Jon Solaun Akarregi;Justino González Mateo;Diego Antonio Gómez Calvete;Honorio Gallego Enríquez;Jon Álvarez de Eulate Arce;Rodrigo Veiga Alonso;;;;
0;2004;Mirandés;Cultural Leonesa;1-1;Iban Triviño Cabello;Juan Blanco Martínez;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Solaun Akarregi;Antonio Blanco Martínez;Justino González Mateo;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Rodrigo Veiga Alonso;Honorio Gallego Enríquez;Javier Darío Delgado Ametta;;;;
1;2004;Mirandés;Athletic Club B;1-0;Iban Triviño Cabello;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Jon Solaun Akarregi;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Javier Vázquez Ares;Christian Abad Chico;Antonio Blanco Martínez;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Óscar Valero Navarro;Juan Blanco Martínez;Javier Darío Delgado Ametta;;;;
0;2004;Palencia;Mirandés;0-0;Iban Triviño Cabello;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Javier Vázquez Ares;Rodrigo Veiga Alonso;Antonio Blanco Martínez;Jon Solaun Akarregi;Christian Abad Chico;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Juan Blanco Martínez;;;;;
0;2004;Mirandés;Lemona;0-0;Iban Triviño Cabello;Óscar Valero Navarro;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Jon Solaun Akarregi;Rodrigo Veiga Alonso;Javier Vázquez Ares;Christian Abad Chico;Diego Antonio Gómez Calvete;Javier Darío Delgado Ametta;Juan Blanco Martínez;Honorio Gallego Enríquez;;;;;
0;2004;Real Unión;Mirandés;2-0;Iban Triviño Cabello;Juan Blanco Martínez;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Solaun Akarregi;Antonio Blanco Martínez;Rodrigo Veiga Alonso;Diego Antonio Gómez Calvete;Honorio Gallego Enríquez;Óscar Valero Navarro;;;;;
0;2004;Mirandés;Real Sociedad B;0-0;Alfonso Subero Calvo;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Iker Lasarte Herrero;Javier Vázquez Ares;Jon Solaun Akarregi;Antonio Blanco Martínez;Christian Abad Chico;Jon Álvarez de Eulate Arce;Javier Darío Delgado Ametta;Rodrigo Veiga Alonso;Diego Antonio Gómez Calvete;Iban Triviño Cabello;Daniel Marcelo Mayo Campasso;Óscar Valero Navarro;;
1;2004;Mirandés;Sestao River;1-0;Iban Triviño Cabello;Juan Blanco Martínez;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Honorio Gallego Enríquez;Javier Vázquez Ares;Iker Lasarte Herrero;Antonio Blanco Martínez;Jon Solaun Akarregi;Justino González Mateo;Rodrigo Veiga Alonso;Óscar Valero Navarro;Jon Álvarez de Eulate Arce;;;;
0;2004;Guijuelo;Mirandés;3-1;Iban Triviño Cabello;Juan Blanco Martínez;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Honorio Gallego Enríquez;Iker Lasarte Herrero;Antonio Blanco Martínez;Jon Álvarez de Eulate Arce;Justino González Mateo;Rodrigo Veiga Alonso;Javier Darío Delgado Ametta;Diego Antonio Gómez Calvete;;;;
1;2004;Mirandés;Marino de Luanco;1-0;Iban Triviño Cabello;Juan Blanco Martínez;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Iker Lasarte Herrero;Antonio Blanco Martínez;Jon Solaun Akarregi;Justino González Mateo;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Óscar Valero Navarro;Ignacio Tomás Mores;Daniel Marcelo Mayo Campasso;Alfonso Subero Calvo;;;
0;2004;Haro;Mirandés;1-1;Iban Triviño Cabello;Juan Blanco Martínez;Daniel Marcelo Mayo Campasso;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Solaun Akarregi;Jon Álvarez de Eulate Arce;Justino González Mateo;Diego Antonio Gómez Calvete;Juan Carlos Lago Palermo;Óscar Valero Navarro;Honorio Gallego Enríquez;Alfonso Subero Calvo;;;
1;2004;Mirandés;Zamora;3-0;Iban Triviño Cabello;Daniel Marcelo Mayo Campasso;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Jon Solaun Akarregi;Justino González Mateo;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Rodrigo Veiga Alonso;Honorio Gallego Enríquez;Óscar Valero Navarro;;;;
0;2004;Burgos CF;Mirandés;2-1;Iban Triviño Cabello;Iker Ruiz de Viñaspre Corres;Rodrigo Mateos Díez;Daniel Marcelo Mayo Campasso;Juan Blanco Martínez;Javier Vázquez Ares;Jon Álvarez de Eulate Arce;Justino González Mateo;Jon Solaun Akarregi;Iker Lasarte Herrero;Diego Antonio Gómez Calvete;Rodrigo Veiga Alonso;Óscar Valero Navarro;Honorio Gallego Enríquez;Alfonso Subero Calvo;Juan Carlos Lago Palermo;;
1;2004;Mirandés;Ponferradina;4-0;Iban Triviño Cabello;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Jon Solaun Akarregi;Justino González Mateo;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Óscar Valero Navarro;Víctor Ramos Pérez;Honorio Gallego Enríquez;;;;
0;2004;Gramanet;Mirandés;1-0;Iban Triviño Cabello;Óscar Valero Navarro;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Iker Lasarte Herrero;Jon Solaun Akarregi;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Honorio Gallego Enríquez;Rodrigo Veiga Alonso;Ignacio Tomás Mores;;;;
1;2004;Mirandés;Gramanet;1-0;Iban Triviño Cabello;Juan Carlos Lago Palermo;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Antonio Blanco Martínez;Justino González Mateo;Javier Vázquez Ares;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Jon Álvarez de Eulate Arce;Diego Antonio Gómez Calvete;Daniel Marcelo Mayo Campasso;Óscar Valero Navarro;Honorio Gallego Enríquez;;;;
0;2004;Talavera;Mirandés;0-0;Iban Triviño Cabello;Juan Blanco Martínez;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Iker Ruiz de Viñaspre Corres;Honorio Gallego Enríquez;Javier Vázquez Ares;Iker Lasarte Herrero;Rodrigo Veiga Alonso;Antonio Blanco Martínez;Jon Álvarez de Eulate Arce;Alfonso Subero Calvo;Christian Abad Chico;Óscar Valero Navarro;;;;
0;2004;Mirandés;Talavera;1-1;Alfonso Subero Calvo;Juan Carlos Lago Palermo;Rodrigo Mateos Díez;Juan Blanco Martínez;Iker Ruiz de Viñaspre Corres;Javier Vázquez Ares;Honorio Gallego Enríquez;Iker Lasarte Herrero;Antonio Blanco Martínez;Justino González Mateo;Jon Álvarez de Eulate Arce;Daniel Marcelo Mayo Campasso;Óscar Valero Navarro;;;;;
0;2007;Barakaldo;Mirandés;1-1;Iban Triviño Cabello;Sergio Rodríguez Fernández;Alberto Ateca Cano;Jon Ríos Romo;Iñigo Marín Lombillo;Rodrigo Mateos Díez;Jorge Mayordomo Ruiz;Roberto Iván Agustín Suárez;Álvaro Núñez López;Rafael Martín Aranda;Joseba Martínez Angulo;Raúl Salcedo Borrega;Alberto Rodríguez Cano;Pablo Infante Muñoz;;;;
0;2007;Mirandés;Fundación Logroñés;0-3;Iban Triviño Cabello;Sergio Rodríguez Fernández;Jon Ríos Romo;Iñigo Marín Lombillo;Jon Guevara Martínez;Alberto Rodríguez Cano;Roberto Iván Agustín Suárez;Álvaro Núñez López;Sergio Molina Rivero;Pablo Infante Muñoz;Joseba Martínez Angulo;Denís González Guerra;Rafael Martín Aranda;Rubén Pérez Ortega;;;;
1;2007;Fundación Logroñés;Mirandés;0-2;Diego García Avellaneda;Alberto Ateca Cano;Diego Herrero Álvarez;Jon Ríos Romo;Javier Aibar Navascuez;Denís González Guerra;Jorge Mayordomo Ruiz;Roberto Iván Agustín Suárez;Alberto Rodríguez Cano;Rafael Martín Aranda;Pablo Infante Muñoz;Iñigo Marín Lombillo;Sergio Molina Rivero;;;;;
0;2008;Sant Andreu;Mirandés;2-1;Iban Triviño Cabello;Daniel Palacios Lumbreras;Iñigo Marín Lombillo;Rodrigo Mateos Díez;Fernando Cabero Zubiría;Jon Guevara Martínez;Roberto Iván Agustín Suárez;Sergio Gámiz Chasco;Rubén López Tato;Álvaro Núñez López;José Félix Garrido Muro;Pablo Infante Muñoz;Rubén Espinosa Ruiz;;;;;
1;2008;Haro;Mirandés;1-2;Diego García Avellaneda;Mikel Iribas Aliende;Iñigo Marín Lombillo;Fernando Cabero Zubiría;Daniel Palacios Lumbreras;Aitor Calvo Bautista;Jon Guevara Martínez;Sergio Gámiz Chasco;Álvaro Núñez López;Rubén Espinosa Ruiz;Rubén Pérez Ortega;Asier Alonso Rotaeche;Daniel Vázquez Robles;Alejandro Paniagua Quintano;;;;
