WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;;;;;;
1;1970;Atlético de Madrid;Oviedo;4-0;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Julio Iglesias Santamaría;Enrique Vicente Hernández;Jesús Martínez Jayo;Ignacio Manuel Salcedo Sánchez de la Blanca;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Alberto Fernández Fernández;Luis Ramón Leirós Álvarez;José Armando Ufarte Ventoso;Roberto Morón Romero;Carlos Couceiro Gómez;;;;;;;;;;
1;1970;Logroñés;Atlético de Madrid;0-2;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Julio Iglesias Santamaría;Enrique Vicente Hernández;Jesús Martínez Jayo;Ignacio Manuel Salcedo Sánchez de la Blanca;Alberto Fernández Fernández;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;José Armando Ufarte Ventoso;Luis Ramón Leirós Álvarez;Eusebio Bejarano Vilaro;;;;;;;;;;
0;1970;Atlético de Madrid;Logroñés;1-1;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Julio Iglesias Santamaría;Iselín Santos Ovejero Maya;Isacio Calleja García;Alberto Fernández Fernández;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;Luis Ramón Leirós Álvarez;Jesús Martínez Jayo;Carlos Couceiro Gómez;;;;;;;;;;
0;1970;Real Sociedad;Atlético de Madrid;3-2;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Eusebio Bejarano Vilaro;Julio Iglesias Santamaría;Jesús Martínez Jayo;Isacio Calleja García;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Alberto Fernández Fernández;José Eulogio Gárate Ormaechea;José Luis Pacheco Gómez;Iselín Santos Ovejero Maya;Luis Ramón Leirós Álvarez;;;;;;;;
1;1970;Atlético de Madrid;Real Sociedad;4-0;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Julio Iglesias Santamaría;Jesús Martínez Jayo;Isacio Calleja García;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;Luis Ramón Leirós Álvarez;Iselín Santos Ovejero Maya;José Luis Pacheco Gómez;Eusebio Bejarano Vilaro;;;;;;;;
0;1970;Atlético de Madrid;Barcelona;0-1;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Julio Iglesias Santamaría;Jesús Martínez Jayo;Isacio Calleja García;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;Eusebio Bejarano Vilaro;Luis Ramón Leirós Álvarez;;;;;;;;;;
0;1970;Barcelona;Atlético de Madrid;1-1;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Isacio Calleja García;Ignacio Manuel Salcedo Sánchez de la Blanca;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Alberto Fernández Fernández;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;Luis Ramón Leirós Álvarez;;;;;;;;;;;
0;1971;Celta de Vigo;Atlético de Madrid;2-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Julio Iglesias Santamaría;Jesús Martínez Jayo;Isacio Calleja García;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Iselín Santos Ovejero Maya;Eugenio Leal Vargas;;;;;;;;;;
1;1971;Atlético de Madrid;Sabadell;5-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Eusebio Bejarano Vilaro;Jesús Martínez Jayo;Isacio Calleja García;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Julio Orozco Martín;Alberto Fernández Fernández;;;;;;;;;;
1;1971;Atlético de Madrid;Panionios;2-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Eusebio Bejarano Vilaro;Jesús Martínez Jayo;Isacio Calleja García;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;José Eulogio Gárate Ormaechea;Iselín Santos Ovejero Maya;Julio Orozco Martín;;;;;;;;;;
1;1971;Atlético de Bilbao;Atlético de Madrid;0-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Isacio Calleja García;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Alberto Fernández Fernández;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;José Eulogio Gárate Ormaechea;Ignacio Manuel Salcedo Sánchez de la Blanca;Julio Orozco Martín;;;;;;;;;;
0;1971;Atlético de Madrid;Valencia;0-1;Roberto Rodríguez Aguirre;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Enrique Vicente Hernández;Isacio Calleja García;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Ignacio Manuel Salcedo Sánchez de la Blanca;Alberto Fernández Fernández;;;;;;;;;;
0;1971;Barcelona;Atlético de Madrid;0-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Isacio Calleja García;Ignacio Manuel Salcedo Sánchez de la Blanca;Alberto Fernández Fernández;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;José Armando Ufarte Ventoso;Julio Iglesias Santamaría;Heraldo Bezerra Nunes;;;;;;;;;;
0;1971;Panionios;Atlético de Madrid;1-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Julio Iglesias Santamaría;Iselín Santos Ovejero Maya;Isacio Calleja García;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;Enrique Vicente Hernández;Julio Orozco Martín;;;;;;;;;;
1;1971;Atlético de Madrid;Granada;1-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Julio Iglesias Santamaría;Enrique Vicente Hernández;Iselín Santos Ovejero Maya;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Ignacio Manuel Salcedo Sánchez de la Blanca;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;Julio Orozco Martín;Luis Aragonés Suárez;Eugenio Leal Vargas;;;;;;;;;;
0;1971;Deportivo de La Coruña;Atlético de Madrid;1-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Enrique Vicente Hernández;Isacio Calleja García;Alberto Fernández Fernández;Eugenio Leal Vargas;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;José Armando Ufarte Ventoso;Ignacio Manuel Salcedo Sánchez de la Blanca;Julio Orozco Martín;;;;;;;;;;
0;1971;Atlético de Madrid;Sevilla;0-2;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Enrique Vicente Hernández;Isacio Calleja García;Alberto Fernández Fernández;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;Heraldo Bezerra Nunes;Julio Orozco Martín;José Armando Ufarte Ventoso;Eugenio Leal Vargas;Ignacio Manuel Salcedo Sánchez de la Blanca;;;;;;;;;;
