WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,,
0,2014,Oviedo,Cultural Leonesa,1-Jan,Leandro Montagud Balaguer,Alberto Turzo Antolínez,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Miguel Villarejo de Castro,Gonzalo González Fernández,Diego Peláez Silva,Carlos Tornero Ibáñez,Isaac Aketxe Barrutia,Pablo Coutado González,Borja Martínez Giner,Víctor Díaz Suárez,Diego Calzado Pérez,Javier Orodea Navas,,,,,,,
1,2014,Cultural Leonesa,Sporting de Gijón B,Apr-00,Leandro Montagud Balaguer,Iván Garrido González,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Miguel Villarejo de Castro,Diego Peláez Silva,Gonzalo González Fernández,Carlos Tornero Ibáñez,Mohamed Kamal Abdeselam El Hamdi,Isaac Aketxe Barrutia,Juan Francisco Fernández Bardal,Javier Orodea Navas,Borja Martínez Giner,Diego Calzado Pérez,Alberto Turzo Antolínez,,,,,,,
0,2014,Avilés CF,Cultural Leonesa,0-0,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Miguel Villarejo de Castro,Gonzalo González Fernández,Diego Peláez Silva,Mohamed Kamal Abdeselam El Hamdi,Pablo Coutado González,Javier Orodea Navas,Carlos Tornero Ibáñez,Borja Martínez Giner,Diego Calzado Pérez,Álvaro Tejedor Tranca,Alberto Turzo Antolínez,,,,,,,
0,2014,Cultural Leonesa,Burgos CF,0-0,Leandro Montagud Balaguer,Alberto Turzo Antolínez,Iván Garrido González,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Miguel Villarejo de Castro,Gonzalo González Fernández,Diego Peláez Silva,Carlos Tornero Ibáñez,Mohamed Kamal Abdeselam El Hamdi,Isaac Aketxe Barrutia,Pablo Coutado González,Borja Martínez Giner,Javier Orodea Navas,Diego Calzado Pérez,Álvaro Tejedor Tranca,,,,,,,
0,2014,Coruxo,Cultural Leonesa,1-Jan,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Miguel Villarejo de Castro,Pablo Coutado González,Diego Peláez Silva,Gonzalo González Fernández,Carlos Tornero Ibáñez,Isaac Aketxe Barrutia,Rubén García Martínez,Javier Orodea Navas,Diego Calzado Pérez,Álvaro Tejedor Tranca,Valentín Prieto Cantoral,,,,,,,
0,2014,Guijuelo,Cultural Leonesa,Apr-00,Leandro Montagud Balaguer,Iván Garrido González,Santiago Santos Andrés,Álvaro Tejedor Tranca,Miguel Villarejo de Castro,Diego Peláez Silva,Gonzalo González Fernández,Pablo Coutado González,Rubén García Martínez,Borja Martínez Giner,Isaac Aketxe Barrutia,Javier Orodea Navas,Víctor Díaz Suárez,Valentín Prieto Cantoral,Diego Calzado Pérez,Javier Perujo Fernández de Aranguiz,,,,,,,
1,2014,Cultural Leonesa,Valladolid B,2-Mar,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Miguel Villarejo de Castro,Gonzalo González Fernández,Mohamed Kamal Abdeselam El Hamdi,Carlos Tornero Ibáñez,Isaac Aketxe Barrutia,Pablo Coutado González,Javier Orodea Navas,Borja Martínez Giner,Diego Calzado Pérez,Rubén García Martínez,,,,,,,
0,2014,UD Logroñés,Cultural Leonesa,Feb-00,Leandro Montagud Balaguer,Iván Garrido González,Santiago Santos Andrés,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Gonzalo González Fernández,Carlos Tornero Ibáñez,Mohamed Kamal Abdeselam El Hamdi,Javier Orodea Navas,Isaac Aketxe Barrutia,Pablo Coutado González,Borja Martínez Giner,Javier Perujo Fernández de Aranguiz,Diego Calzado Pérez,Valentín Prieto Cantoral,,,,,,,
1,2014,Cultural Leonesa,Racing de Ferrol,1-Feb,Leandro Montagud Balaguer,Iván Garrido González,Santiago Santos Andrés,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Miguel Villarejo de Castro,Gonzalo González Fernández,Carlos Tornero Ibáñez,Rubén García Martínez,Javier Orodea Navas,Isaac Aketxe Barrutia,Borja Martínez Giner,Diego Peláez Silva,Pablo Coutado González,Diego Calzado Pérez,Javier Perujo Fernández de Aranguiz,,,,,,,
0,2014,Celta de Vigo B,Cultural Leonesa,1-Feb,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Diego Peláez Silva,Gonzalo González Fernández,Mohamed Kamal Abdeselam El Hamdi,Borja Martínez Giner,Isaac Aketxe Barrutia,Javier Orodea Navas,Rubén García Martínez,Pablo Coutado González,Diego Calzado Pérez,Miguel Villarejo de Castro,,,,,,,
1,2014,Cultural Leonesa,Marino de Luanco,Jan-00,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Miguel Villarejo de Castro,Mohamed Kamal Abdeselam El Hamdi,Pablo Coutado González,Javier Orodea Navas,Isaac Aketxe Barrutia,Diego Peláez Silva,Borja Martínez Giner,Valentín Prieto Cantoral,Diego Calzado Pérez,Álvaro Tejedor Tranca,,,,,,,
0,2014,Lealtad,Cultural Leonesa,1-Jan,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Diego Peláez Silva,Mohamed Kamal Abdeselam El Hamdi,Gonzalo González Fernández,Isaac Aketxe Barrutia,Javier Orodea Navas,Borja Martínez Giner,Valentín Prieto Cantoral,Diego Calzado Pérez,Miguel Villarejo de Castro,,,,,,,
1,2014,Cultural Leonesa,Langreo,1-Apr,Leandro Montagud Balaguer,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Miguel Villarejo de Castro,Álvaro Tejedor Tranca,Gonzalo González Fernández,Mohamed Kamal Abdeselam El Hamdi,Borja Martínez Giner,Isaac Aketxe Barrutia,Pablo Coutado González,Javier Orodea Navas,Carlos Tornero Ibáñez,Diego Calzado Pérez,Valentín Prieto Cantoral,,,,,,,
0,2014,Murcia,Cultural Leonesa,0-0,Leandro Montagud Balaguer,Iván Garrido González,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Miguel Villarejo de Castro,Gonzalo González Fernández,Borja Martínez Giner,Javier Orodea Navas,Isaac Aketxe Barrutia,Alberto Turzo Antolínez,Pablo Coutado González,Carlos Tornero Ibáñez,Diego Calzado Pérez,Javier Ballesteros Tomás,,,,,,,
0,2014,Cultural Leonesa,Atlético Astorga,0-1,Leandro Montagud Balaguer,Alberto Turzo Antolínez,Iván Garrido González,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Miguel Villarejo de Castro,Gonzalo González Fernández,Mohamed Kamal Abdeselam El Hamdi,Carlos Tornero Ibáñez,Isaac Aketxe Barrutia,Javier Orodea Navas,Pablo Coutado González,Valentín Prieto Cantoral,Diego Calzado Pérez,Borja Martínez Giner,,,,,,,
1,2014,Zamora,Cultural Leonesa,0-1,Leandro Montagud Balaguer,Iván Garrido González,Juan Francisco Fernández Bardal,Santiago Santos Andrés,José Manuel Pérez Rodríguez,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Gonzalo González Fernández,Mohamed Kamal Abdeselam El Hamdi,Carlos Tornero Ibáñez,Isaac Aketxe Barrutia,Pablo Coutado González,Javier Orodea Navas,Borja Martínez Giner,Diego Calzado Pérez,Javier Ballesteros Tomás,,,,,,,
0,2015,Valladolid B,Cultural Leonesa,0-0,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Jordi César López Delgado,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Pablo Coutado González,Ignacio Matador Aguilera,Eric López Royo,Iosu Villar Vidal,Isaac Aketxe Barrutia,Juan Francisco Fernández Bardal,Javier Orodea Navas,Cristóbal Gil Martín,Diego Calzado Pérez,Álvaro Tejedor Tranca,,,,,,,
0,2015,Cultural Leonesa,Celta de Vigo B,0-0,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Jordi César López Delgado,Santiago Santos Andrés,Miguel Villarejo de Castro,Cristóbal Gil Martín,Ignacio Matador Aguilera,Eric López Royo,Iosu Villar Vidal,Stephen Babalola,Isaac Aketxe Barrutia,Víctor Díaz Suárez,Gonzalo González Fernández,Javier Orodea Navas,Diego Calzado Pérez,Juan Francisco Fernández Bardal,,,,,,,
1,2015,Varea,Cultural Leonesa,3-Feb,Diego Calzado Pérez,Tamim Mohammed Issa Al Muhaza,Jordi César López Delgado,Juan Francisco Fernández Bardal,Álvaro Tejedor Tranca,Pablo Coutado González,Gonzalo González Fernández,Eric López Royo,Iosu Villar Vidal,Stephen Babalola,Javier Orodea Navas,Cristóbal Gil Martín,Isaac Aketxe Barrutia,Santiago Santos Andrés,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,,,,,,,
1,2015,Cultural Leonesa,Burgos CF,Jan-00,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Tamim Mohammed Issa Al Muhaza,Jordi César López Delgado,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Ignacio Matador Aguilera,Iosu Villar Vidal,Isaac Aketxe Barrutia,Juan Francisco Fernández Bardal,Stephen Babalola,Javier Fernández Herranz,Diego Calzado Pérez,Javier Orodea Navas,,,,,,,
0,2015,Laredo,Cultural Leonesa,1-Mar,Diego Calzado Pérez,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Álvaro Tejedor Tranca,Pablo Coutado González,Gonzalo González Fernández,Eric López Royo,Ignacio Matador Aguilera,Stephen Babalola,Javier Orodea Navas,Cristóbal Gil Martín,Javier Fernández Herranz,Iosu Villar Vidal,Omar Bouiahadj Gutiérrez,Tamim Mohammed Issa Al Muhaza,,,,,,,
0,2015,Guijuelo,Cultural Leonesa,1-Mar,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Tamim Mohammed Issa Al Muhaza,Juan Francisco Fernández Bardal,Jordi César López Delgado,Santiago Santos Andrés,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Isaac Aketxe Barrutia,Javier Fernández Herranz,Javier Orodea Navas,Stephen Babalola,Diego Calzado Pérez,Eric López Royo,,,,,,,
1,2015,Cultural Leonesa,Cacereño,Jan-00,Leandro Montagud Balaguer,Tamim Mohammed Issa Al Muhaza,Juan Francisco Fernández Bardal,Jordi César López Delgado,Santiago Santos Andrés,Álvaro Tejedor Tranca,Sultan Hussain Mohamad Hussain Al Brake,Gonzalo González Fernández,Iosu Villar Vidal,Javier Fernández Herranz,Isaac Aketxe Barrutia,Víctor Díaz Suárez,Stephen Babalola,Cristóbal Gil Martín,Diego Calzado Pérez,Ignacio Matador Aguilera,,,,,,,
0,2015,Tudelano,Cultural Leonesa,1-Mar,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Gonzalo González Fernández,Eric López Royo,Javier Orodea Navas,Diego Calzado Pérez,Jordi César López Delgado,,,,,,,
1,2015,Cultural Leonesa,Lealtad,1-Feb,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Jordi César López Delgado,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Iosu Villar Vidal,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Stephen Babalola,Gonzalo González Fernández,Juan Francisco Fernández Bardal,Omar Bouiahadj Gutiérrez,Javier Orodea Navas,,,,,,,
0,2015,SD Compostela,Cultural Leonesa,0-0,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Jordi César López Delgado,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Gonzalo González Fernández,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Eric López Royo,Stephen Babalola,Pablo Coutado González,Diego Calzado Pérez,Juan Francisco Fernández Bardal,,,,,,,
0,2015,Cultural Leonesa,Racing de Ferrol,2-Feb,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Jordi César López Delgado,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Gonzalo González Fernández,Ignacio Matador Aguilera,Stephen Babalola,Isaac Aketxe Barrutia,Pablo Coutado González,Javier Fernández Herranz,Iosu Villar Vidal,Diego Calzado Pérez,Juan Francisco Fernández Bardal,,,,,,,
1,2015,Coruxo,Cultural Leonesa,2-Jan,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Sultan Hussain Mohamad Hussain Al Brake,Miguel Villarejo de Castro,Gonzalo González Fernández,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Diego Calzado Pérez,Stephen Babalola,,,,,,,
1,2015,Cultural Leonesa,Racing de Santander,Feb-00,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Sultan Hussain Mohamad Hussain Al Brake,Miguel Villarejo de Castro,Cristóbal Gil Martín,Gonzalo González Fernández,Iosu Villar Vidal,Isaac Aketxe Barrutia,Álvaro Tejedor Tranca,Javier Fernández Herranz,Pablo Coutado González,Diego Calzado Pérez,Stephen Babalola,,,,,,,
1,2015,Atlético Astorga,Cultural Leonesa,0-2,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Miguel Villarejo de Castro,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Javier Fernández Herranz,Gonzalo González Fernández,Javier Orodea Navas,Stephen Babalola,Pablo Coutado González,Jordi César López Delgado,Diego Calzado Pérez,Jhegson Sebastián Méndez Carabalí,,,,,,,
1,2015,Cultural Leonesa,Arandina,Feb-00,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Iosu Villar Vidal,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Álvaro Tejedor Tranca,Javier Orodea Navas,Stephen Babalola,Diego Calzado Pérez,Jhegson Sebastián Méndez Carabalí,,,,,,,
0,2015,UD Logroñés,Cultural Leonesa,1-Jan,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Sultan Hussain Mohamad Hussain Al Brake,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Stephen Babalola,Gonzalo González Fernández,Javier Fernández Herranz,Diego Calzado Pérez,Javier Orodea Navas,,,,,,,
1,2015,Cultural Leonesa,Peña Sport,Feb-00,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Sultan Hussain Mohamad Hussain Al Brake,Álvaro Tejedor Tranca,Javier Fernández Herranz,Cristóbal Gil Martín,Iosu Villar Vidal,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Gonzalo González Fernández,Stephen Babalola,Jhegson Sebastián Méndez Carabalí,Diego Calzado Pérez,Javier Orodea Navas,,,,,,,
0,2015,Izarra,Cultural Leonesa,0-0,Leandro Montagud Balaguer,Tamim Mohammed Issa Al Muhaza,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Sultan Hussain Mohamad Hussain Al Brake,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Javier Fernández Herranz,Iosu Villar Vidal,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Aitor Salvador Núñez Martín,Javier Orodea Navas,Cristóbal Gil Martín,Diego Calzado Pérez,Stephen Babalola,,,,,,,
1,2015,Cultural Leonesa,Sporting de Gijón B,Jan-00,Diego Calzado Pérez,Tamim Mohammed Issa Al Muhaza,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Sultan Hussain Mohamad Hussain Al Brake,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Stephen Babalola,Gonzalo González Fernández,Javier Fernández Herranz,Omar Bouiahadj Gutiérrez,Javier Orodea Navas,,,,,,,
0,2015,Pontevedra,Cultural Leonesa,1-Feb,Diego Calzado Pérez,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Álvaro Tejedor Tranca,Gonzalo González Fernández,Cristóbal Gil Martín,Iosu Villar Vidal,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Javier Orodea Navas,Stephen Babalola,Miguel Villarejo de Castro,Omar Bouiahadj Gutiérrez,Jhegson Sebastián Méndez Carabalí,,,,,,,
0,2015,Cultural Leonesa,Somozas,0-0,Diego Calzado Pérez,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Gonzalo González Fernández,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Iosu Villar Vidal,Javier Orodea Navas,Pablo Coutado González,Omar Bouiahadj Gutiérrez,Miguel Villarejo de Castro,,,,,,,
0,2015,Cultural Leonesa,Valladolid B,2-Jan,Diego Calzado Pérez,Aitor Salvador Núñez Martín,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Álvaro Tejedor Tranca,Gonzalo González Fernández,Iosu Villar Vidal,Javier Fernández Herranz,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Jordi César López Delgado,Cristóbal Gil Martín,Stephen Babalola,Omar Bouiahadj Gutiérrez,Jhegson Sebastián Méndez Carabalí,,,,,,,
0,2015,Celta de Vigo B,Cultural Leonesa,1-Jan,Diego Calzado Pérez,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Gonzalo González Fernández,Ignacio Matador Aguilera,Stephen Babalola,Isaac Aketxe Barrutia,Álvaro Tejedor Tranca,Iosu Villar Vidal,Javier Orodea Navas,Omar Bouiahadj Gutiérrez,Jhegson Sebastián Méndez Carabalí,,,,,,,
1,2015,Burgos CF,Cultural Leonesa,3-Feb,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Santiago Santos Andrés,Miguel Villarejo de Castro,Álvaro Tejedor Tranca,Gonzalo González Fernández,Cristóbal Gil Martín,Iosu Villar Vidal,Ignacio Matador Aguilera,Stephen Babalola,Isaac Aketxe Barrutia,Javier Orodea Navas,Javier Fernández Herranz,Víctor Díaz Suárez,Diego Calzado Pérez,Jordi César López Delgado,,,,,,,
0,2015,Cultural Leonesa,Guijuelo,0-2,Leandro Montagud Balaguer,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Álvaro Tejedor Tranca,Javier Fernández Herranz,Cristóbal Gil Martín,Iosu Villar Vidal,Gonzalo González Fernández,Marcos Álvarez López,Isaac Aketxe Barrutia,Diego Calzado Pérez,Javier Orodea Navas,Stephen Babalola,Jordi César López Delgado,Ignacio Matador Aguilera,,,,,,,
1,2015,Cacereño,Cultural Leonesa,0-1,Diego Calzado Pérez,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Miguel Villarejo de Castro,Cristóbal Gil Martín,Gonzalo González Fernández,Javier Fernández Herranz,Ignacio Matador Aguilera,Javier Orodea Navas,Isaac Aketxe Barrutia,Álvaro Tejedor Tranca,Víctor Díaz Suárez,Marcos Álvarez López,Omar Bouiahadj Gutiérrez,Stephen Babalola,,,,,,,
0,2015,Cultural Leonesa,Tudelano,0-0,Jorge Palatsí Gallego,Tamim Mohammed Issa Al Muhaza,Juan Francisco Fernández Bardal,Miguel Villarejo de Castro,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Gonzalo González Fernández,Javier Fernández Herranz,Ignacio Matador Aguilera,Javier Orodea Navas,Isaac Aketxe Barrutia,Marcos Álvarez López,Iosu Villar Vidal,Stephen Babalola,Diego Calzado Pérez,Aitor Salvador Núñez Martín,,,,,,,
0,2015,Lealtad,Cultural Leonesa,1-Mar,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Gonzalo González Fernández,Ignacio Matador Aguilera,Marcos Álvarez López,Isaac Aketxe Barrutia,Javier Orodea Navas,Sultan Hussain Mohamad Hussain Al Brake,Javier Fernández Herranz,Diego Calzado Pérez,Miguel Villarejo de Castro,,,,,,,
0,2015,Cultural Leonesa,SD Compostela,1-Jan,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Miguel Villarejo de Castro,Javier Fernández Herranz,Cristóbal Gil Martín,Iosu Villar Vidal,Ignacio Matador Aguilera,Marcos Álvarez López,Isaac Aketxe Barrutia,Víctor Díaz Suárez,Sultan Hussain Mohamad Hussain Al Brake,Gonzalo González Fernández,Diego Calzado Pérez,Álvaro Tejedor Tranca,,,,,,,
0,2015,Racing de Ferrol,Cultural Leonesa,0-0,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Iosu Villar Vidal,Gonzalo González Fernández,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Javier Fernández Herranz,Sultan Hussain Mohamad Hussain Al Brake,Marcos Álvarez López,Diego Calzado Pérez,Santiago Santos Andrés,,,,,,,
0,2015,Cultural Leonesa,Coruxo,0-1,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Gonzalo González Fernández,Iosu Villar Vidal,Cristóbal Gil Martín,Ignacio Matador Aguilera,Isaac Aketxe Barrutia,Almoez Ali Zainelabdeen Mohamed Abdulla,Sultan Hussain Mohamad Hussain Al Brake,Marcos Álvarez López,Diego Calzado Pérez,Santiago Santos Andrés,,,,,,,
0,2015,Racing de Santander,Cultural Leonesa,Feb-00,Jorge Palatsí Gallego,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Álvaro Tejedor Tranca,Cristóbal Gil Martín,Iosu Villar Vidal,Gonzalo González Fernández,Marcos Álvarez López,Isaac Aketxe Barrutia,Almoez Ali Zainelabdeen Mohamed Abdulla,Javier Orodea Navas,Javier Fernández Herranz,Diego Calzado Pérez,Sultan Hussain Mohamad Hussain Al Brake,,,,,,,
0,2015,Cultural Leonesa,Atlético Astorga,0-0,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Gonzalo González Fernández,Javier Fernández Herranz,Ignacio Matador Aguilera,Javier Orodea Navas,Isaac Aketxe Barrutia,Sultan Hussain Mohamad Hussain Al Brake,Alejandro Gómez García,Almoez Ali Zainelabdeen Mohamed Abdulla,Diego Calzado Pérez,Álvaro Tejedor Tranca,,,,,,,
1,2015,Arandina,Cultural Leonesa,0-1,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Miguel Villarejo de Castro,Víctor Díaz Suárez,Cristóbal Gil Martín,Gonzalo González Fernández,Ignacio Matador Aguilera,Almoez Ali Zainelabdeen Mohamed Abdulla,Javier Fernández Herranz,Sultan Hussain Mohamad Hussain Al Brake,Marcos Álvarez López,Diego Calzado Pérez,Alejandro Gómez García,,,,,,,
0,2015,Cultural Leonesa,UD Logroñés,0-2,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Santiago Santos Andrés,Víctor Díaz Suárez,Cristóbal Gil Martín,Gonzalo González Fernández,Ignacio Matador Aguilera,Marcos Álvarez López,Almoez Ali Zainelabdeen Mohamed Abdulla,Javier Fernández Herranz,Isaac Aketxe Barrutia,Sultan Hussain Mohamad Hussain Al Brake,Diego Calzado Pérez,Alejandro Gómez García,,,,,,,
1,2015,Peña Sport,Cultural Leonesa,0-5,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Miguel Villarejo de Castro,Cristóbal Gil Martín,Javier Fernández Herranz,Gonzalo González Fernández,Marcos Álvarez López,Isaac Aketxe Barrutia,Alejandro Gómez García,Almoez Ali Zainelabdeen Mohamed Abdulla,Javier Orodea Navas,Omar Bouiahadj Gutiérrez,Iosu Villar Vidal,,,,,,,
1,2015,Cultural Leonesa,Izarra,1-Mar,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Miguel Villarejo de Castro,Gonzalo González Fernández,Cristóbal Gil Martín,Ignacio Matador Aguilera,Marcos Álvarez López,Almoez Ali Zainelabdeen Mohamed Abdulla,Isaac Aketxe Barrutia,Sultan Hussain Mohamad Hussain Al Brake,Javier Orodea Navas,Javier Fernández Herranz,Omar Bouiahadj Gutiérrez,Santiago Santos Andrés,,,,,,,
0,2015,Sporting de Gijón B,Cultural Leonesa,0-0,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Santiago Santos Andrés,Sultan Hussain Mohamad Hussain Al Brake,Gonzalo González Fernández,Cristóbal Gil Martín,Ignacio Matador Aguilera,Marcos Álvarez López,Almoez Ali Zainelabdeen Mohamed Abdulla,Isaac Aketxe Barrutia,Javier Fernández Herranz,Assim Omer Al Haj Madibo,Víctor Díaz Suárez,Omar Bouiahadj Gutiérrez,Javier Orodea Navas,,,,,,,
0,2015,Cultural Leonesa,Pontevedra,0-0,Jorge Palatsí Gallego,Aitor Salvador Núñez Martín,Miguel Zabaco Tomé,Juan Francisco Fernández Bardal,Víctor Díaz Suárez,Cristóbal Gil Martín,Gonzalo González Fernández,Ignacio Matador Aguilera,Marcos Álvarez López,Almoez Ali Zainelabdeen Mohamed Abdulla,Isaac Aketxe Barrutia,Santiago Santos Andrés,Javier Orodea Navas,Javier Fernández Herranz,Omar Bouiahadj Gutiérrez,Sultan Hussain Mohamad Hussain Al Brake,,,,,,,
